rowid,SYSTEM,COUNTY,MRKTCODE,VENDOR,MONTH,DAY,YEAR,LFC,LFW,WW,WC,QLFC,QLFW,QWW,QWC,ESTQTY,QUANTITY,FMOZONE,DEL,QSTOP,ESC,WIN,PASSED,CONTRACTS,COMMITMENTS,CAPACITY,BACKLOG,I,FMO,N
104,BLUE RIDGE,COLLIN,DFW,FOREMOST,8,3,1986,0.175,0.165,0.17,0.18,24848.0464249307,6884.4226311594,10663.4192348218,9579.1117090881,51975,51975,1,2,721,,1,11364286.1119198,96115650.8644452,8505019.44526378,14571456.9513027,0.465441125888161,0,14.14,2
105,BLUE RIDGE,COLLIN,DFW,CABELL,8,3,1986,0.1702,0.1602,0.1702,0.1802,24848.0464249307,6884.4226311594,10663.4192348218,9579.1117090881,51975,,1,2,721,,0,11364286.1119198,96115650.8644452,14058181.1006322,14058181.1006322,0.881764457612141,0,14.14,2
106,BLUE RIDGE,COLLIN,DFW,CABELL,8,2,1987,0.1702,0.1602,0.1695,0.1795,26633.6636139084,7379.1473743509,11429.708236112,10267.4807756286,55710,55710,1,2,773,,1,10420658.6628414,101379288.42028,13676003.7467849,14058181.1006322,0.870025762328601,0,14.62,1
107,BLUE RIDGE,COLLIN,DFW,CABELL,7,7,1988,0.169,0.169,0.169,0.179,27132.7758884179,7517.4318808816,11643.8998605691,10459.8923701315,56754,56754,1,2,788,1,1,31151504.5559272,109470332.68921,12710426.0482678,14058181.1006322,0.619564472310945,0,14.14,2
108,BLUE RIDGE,COLLIN,DFW,SCHEPPS,7,7,1988,0.185,0.183,0.195,0.21,27132.7758884179,7517.4318808816,11643.8998605691,10459.8923701315,56754,,1,2,788,,0,31151504.5559272,109470332.68921,19255195.5848855,24459260.8526589,0.502669658275722,0,14.14,2
109,BLUE RIDGE,COLLIN,DFW,CABELL,0,0,1989,0.171,0.166,0.169,0.179,27132.7758884179,7517.4318808816,11643.8998605691,10459.8923701315,56754,,1,2,788,,1,108104445.363237,108104445.363237,185017.690065082,14058181.1006322,-0.986839144499514,0,15.22,1
110,CELINA,COLLIN,DFW,CABELL,8,8,1982,,,,,,,,,70029.5101597308,,1,3,648.421390367878,,1,5227845.45972869,84946678.9341424,7870767.7718193,14058181.1006322,0.498328319741313,1,14.8,1
111,CELINA,COLLIN,DFW,CABELL,0,0,1983,,,,,,,,,67978.3582238602,,1,3,629.42924281352,,1,74331231.1668181,74331231.1668181,672948.613831475,14058181.1006322,-0.952131174793216,1,14.86,1
112,CELINA,COLLIN,DFW,CABELL,0,0,1984,,,,0.1805,,,,68589.591982213,68589.591982213,,1,3,635.08881465012,,1,86135755.5117197,86135755.5117197,609994.339616607,14058181.1006322,-0.956609298510945,1,14.56,1
113,CELINA,COLLIN,DFW,CABELL,7,22,1985,,,0.185,0.205,,,40640.7310881364,36508.1869576116,77148.918045748,,1,3,714.341833756926,1,1,34524212.7822232,93054269.8529648,8044868.81051203,14058181.1006322,0.201243720098546,1,14.04,1
114,CELINA,COLLIN,DFW,CABELL,7,25,1986,,,,,,,,,86879.1152225367,,1,3,804.436252060525,,1,44316943.5878745,96115650.8644452,12866812.0316366,14058181.1006322,0.454175026206151,1,14.14,1
115,CELINA,COLLIN,DFW,CABELL,6,30,1987,,,0.1675,0.1775,,,48240.7592508034,43335.4078667048,91576.1671175082,,1,3,847.927473310261,1,1,57050485.3078712,101379288.42028,8752466.46871023,14058181.1006322,0.0598458221230771,1,14.62,1
116,CELINA,COLLIN,DFW,CABELL,7,28,1988,,,0.165,0.175,,,52423.2744240951,47092.6248707109,99515.899294806,,1,3,921.443511988944,,1,31151504.5559272,109470332.68921,12710426.0482678,14058181.1006322,0.619564472310945,1,14.14,1
117,CELINA,COLLIN,DFW,CABELL,8,1,1989,0.1675,0.1625,0.1675,0.175,42174.8220148415,11684.9950365828,18099.1213799015,16258.7160568781,88217.6544882039,,1,3,816.830134150036,,1,3847235.86096735,108104445.363237,13824432.0239053,14058181.1006322,0.94778459938495,1,15.22,1
118,CELINA,COLLIN,DFW,CABELL,8,14,1990,0.1675,0.1625,0.1675,0.175,43422.4101351394,12030.6529504028,18634.5178022847,16739.6708074807,90827.2516953076,,1,3,840.993071252848,,1,5309295.91358337,104099327.274789,5006992.6099871,14058181.1006322,0.305159981404826,1,16.2533333333,1
119,CELINA,COLLIN,DFW,OAK FARMS,7,28,1992,0.1469,0.1419,0.1439,0.1549,43422.4101351394,12030.6529504028,18634.5178022847,16739.6708074807,90827.2516953076,,1,3,840.993071252848,1,1,6558349.84232295,44444553.0614746,14780000.5187495,34259343.9798566,0.283852653673785,0,15.1533333333,1
120,COMMUNITY,COLLIN,DFW,FOREMOST,8,8,1985,0.168,,0.17,0.18,61097.637598277,,26219.7563875268,23553.6060141962,110871,110871,1,3,1026,,1,12520704.9853242,93054269.8529648,14571456.9513027,14571456.9513027,0.865447281407847,0,14.04,1
121,COMMUNITY,COLLIN,DFW,FOREMOST,7,20,1986,0.17,0.1625,0.1725,0.1825,56800.7935313602,15737.2801775984,24375.7864878964,21897.139803145,118811,118811,1,3,1100,,1,44316943.5878745,96115650.8644452,8379044.44526378,14571456.9513027,0.113951973639772,0,14.14,1
122,COMMUNITY,COLLIN,DFW,CABELL,8,14,1988,,0.165,0.175,0.185,,28694.7449326812,44445.861540887,39926.3935264318,113067,113067,1,3,1046,,1,8338127.35565186,109470332.68921,13536451.708017,14058181.1006322,0.88671992695069,0,14.14,1
123,COMMUNITY,COLLIN,DFW,CABELL,7,14,1989,0.171,0.165,0.171,0.178,49026.7852020519,13583.4062688869,21039.6083219043,18900.2002071569,102550,102550,1,3,949,,1,20263952.3471971,108104445.363237,13204289.5655642,14058181.1006322,0.751812259631111,0,15.22,2
124,COMMUNITY,COLLIN,DFW,BORDEN,7,14,1989,,,,,49026.7852020519,13583.4062688869,21039.6083219043,18900.2002071569,102550,,1,3,949,,0,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,0,15.22,2
125,COMMUNITY,COLLIN,DFW,OAK FARMS,8,22,1990,,0.16,0.1685,0.1785,,23423.1162369375,36280.5309322452,32591.3528308173,92295,92295,1,3,854,,1,5309295.91358337,104099327.274789,24540872.9580464,34259343.9798566,0.665324200652043,0,16.2533333333,1
126,FARMERSVILLE,COLLIN,DFW,CABELL,7,31,1986,,,,,,,,,114288,114288,1,2,1587,,1,44316943.5878745,96115650.8644452,12866812.0316366,14058181.1006322,0.454175026206151,1,14.14,1
127,FARMERSVILLE,COLLIN,DFW,CABELL,6,24,1987,,0.155,0.165,0.175,,28573.4355490607,44257.9630221632,39757.6014287761,112589,112589,1,2,1563,1,1,57050485.3078712,101379288.42028,8752466.46871023,14058181.1006322,0.0598458221230771,1,14.62,1
128,FARMERSVILLE,COLLIN,DFW,CABELL,6,30,1988,,0.155,0.165,0.175,,27366.9401312114,42389.1982564457,38078.8616123429,107835,107835,1,2,1497,0,1,58912661.7853623,109470332.68921,9237632.77144801,14058181.1006322,0.118939157732393,1,14.14,2
129,FARMERSVILLE,COLLIN,DFW,BORDEN,6,30,1988,,0.1545,0.1645,0.1745,,27366.9401312114,42389.1982564457,38078.8616123429,107835,,1,2,1497,,0,58912661.7853623,109470332.68921,10238122.4439036,14843406.5703431,0.151581119263581,0,14.14,2
130,FARMERSVILLE,COLLIN,DFW,BORDEN,6,29,1989,,0.1535,0.1635,0.1735,,28689.1616556108,44437.2134919081,39918.6248524811,113045,113045,1,2,1570,1,1,55280971.4616198,108104445.363237,8278522.18552527,14843406.5703431,0.0463575606524189,0,15.22,2
131,FARMERSVILLE,COLLIN,DFW,CABELL,6,29,1989,0.1675,0.165,0.1675,0.176,,28689.1616556108,44437.2134919081,39918.6248524811,113045,,1,2,1570,1,0,55280971.4616198,108104445.363237,8630978.07696845,14058181.1006322,0.102580686184524,1,15.22,2
132,FARMERSVILLE,COLLIN,DFW,CABELL,7,2,1990,,0.161,0.165,0.172,,27633.6685039837,42802.3391417569,38449.9923542594,108886,108886,1,2,1512,1,1,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,1,16.2533333333,3
133,FARMERSVILLE,COLLIN,DFW,BORDEN,7,2,1990,,0.1655,0.1665,0.1765,,27633.6685039837,42802.3391417569,38449.9923542594,108886,,1,2,1512,1,0,26799257.7005791,104099327.274789,12775700.7576429,14843406.5703431,0.60325940361773,0,16.2533333333,3
134,FARMERSVILLE,COLLIN,DFW,CABELL,7,2,1990,,0.176,0.18,0.187,,27633.6685039837,42802.3391417569,38449.9923542594,108886,,1,2,1512,0,0,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,1,16.2533333333,3
135,FRISCO,COLLIN,DFW,SCHEPPS,7,7,1981,0.195,0.1775,0.1825,0.2,,,,,,,1,3,0,,0,26331462.2824028,75676361.1466808,9013279.63718821,24459260.8526589,0.0205534035164326,0,14.9,1
136,FRISCO,COLLIN,DFW,SCHEPPS,7,22,1982,0.1775,0.1675,0.1775,0.1875,,,,,,,1,3,0,1,0,23795283.0130496,84946678.9341424,10312728.9831484,24459260.8526589,0.141508580078938,0,14.8,1
137,FRISCO,COLLIN,DFW,SCHEPPS,7,5,1983,0.167,0.157,0.167,0.177,,,,,,,1,3,0,1,0,25778471.7269717,74331231.1668181,5952481.98023637,24459260.8526589,-0.103442273717959,0,14.86,1
138,FRISCO,COLLIN,DFW,SCHEPPS,6,6,1984,0.2,0.19,0.2,0.21,,,,,,,1,3,0,1,0,61153356.5037516,86135755.5117197,10527127.6666667,24459260.8526589,-0.27957047440866,0,14.56,1
139,FRISCO,COLLIN,DFW,BORDEN,8,6,1985,0.1695,0.1595,0.1675,,92876.2359631261,25732.3754884777,39857.3885483961,,158466,158466,1,3,1467,1,1,12520704.9853242,93054269.8529648,9811431.77337999,14843406.5703431,0.526443241255976,1,14.04,1
140,FRISCO,COLLIN,DFW,BORDEN,8,20,1986,0.1675,0.1575,0.1675,0.1775,75758.9326555666,20989.839666557,32511.5804226123,29205.6472552641,158466,158466,1,3,1467,1,1,11364286.1119198,96115650.8644452,13472758.4339951,14843406.5703431,0.789423920428005,1,14.14,2
141,FRISCO,COLLIN,DFW,CABELL,8,20,1986,0.172,0.162,0.172,0.1775,75758.9326555666,20989.839666557,32511.5804226123,29205.6472552641,158466,,1,3,1467,1,0,11364286.1119198,96115650.8644452,14058181.1006322,14058181.1006322,0.881764457612141,0,14.14,2
142,FRISCO,COLLIN,DFW,BORDEN,7,5,1987,0.1695,0.1595,,0.182,95313.9640711129,26407.774683579,,36744.2612453081,158466,158466,1,3,1467,1,1,27630100.3848669,101379288.42028,11559605.2407097,14843406.5703431,0.506228505475965,1,14.62,1
143,FRISCO,COLLIN,DFW,BORDEN,6,28,1988,0.1645,0.1545,,,124086.484345515,34379.5156544847,,,158466,158466,1,3,1467,1,1,58912661.7853623,109470332.68921,10238122.4439036,14843406.5703431,0.151581119263581,1,14.14,1
144,FRISCO,COLLIN,DFW,BORDEN,7,25,1989,0.169,0.159,0.169,,92876.2359631261,25732.3754884777,39857.3885483961,,158466,158466,1,3,1467,1,1,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,1,15.22,2
145,FRISCO,COLLIN,DFW,CABELL,7,25,1989,0.1695,0.1695,0.175,,92876.2359631261,25732.3754884777,39857.3885483961,,158466,,1,3,1467,1,0,20263952.3471971,108104445.363237,13204289.5655642,14058181.1006322,0.751812259631111,0,15.22,2
146,FRISCO,COLLIN,DFW,CABELL,8,1,1990,0.1525,0.151,0.154,,92876.2359631261,25732.3754884777,39857.3885483961,,158466,158466,1,3,1467,1,1,5309295.91358337,104099327.274789,5006992.6099871,14058181.1006322,0.305159981404826,0,16.2533333333,3
147,FRISCO,COLLIN,DFW,BORDEN,8,1,1990,0.1545,0.157,0.157,,92876.2359631261,25732.3754884777,39857.3885483961,,158466,,1,3,1467,1,0,5309295.91358337,104099327.274789,14722571.1126744,14843406.5703431,0.940857106097958,1,16.2533333333,3
148,FRISCO,COLLIN,DFW,SCHEPPS,8,1,1990,0.185,0.181,0.185,,92876.2359631261,25732.3754884777,39857.3885483961,,158466,,1,3,1467,,0,5309295.91358337,104099327.274789,24459260.8526589,24459260.8526589,0.948997788433652,0,16.2533333333,3
149,LOVEJOY,COLLIN,DFW,BORDEN,8,9,1987,,0.24,0.24,0.25,,11253.6606165968,17431.0189118888,15658.5494467807,44343.2289752663,,1,2,615.878180212032,,1,10420658.6628414,101379288.42028,12591149.0048624,14843406.5703431,0.745476621262683,0,14.62,1
150,LOVEJOY,COLLIN,DFW,BORDEN,8,18,1988,,0.24,0.24,0.25,,9498.2777818563,14712.0715015821,13216.077627853,37426.4269112913,,1,2,519.811484879046,,1,8338127.35565186,109470332.68921,13714234.8100009,14843406.5703431,0.847759803084582,0,14.14,1
151,LOVEJOY,COLLIN,DFW,BORDEN,7,24,1989,,0.24,0.24,0.25,,9239.4102592711,14311.1064435813,12855.8846168263,36406.4013196787,,1,2,505.644462773315,,1,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,0,15.22,1
152,LOVEJOY,COLLIN,DFW,OAK FARMS,8,6,1990,,0.1599,0.165,0.173,,9616.6423595429,14895.4087517841,13380.7722686102,37892.8233799372,,1,2,526.289213610239,1,1,5309295.91358337,104099327.274789,24540872.9580464,34259343.9798566,0.665324200652043,0,16.2533333333,1
153,LOVEJOY,COLLIN,DFW,OAK FARMS,7,23,1991,0.163,0.159,0.163,0.173,18549.3950469171,5139.3124783921,7960.3833860817,7150.9334879601,38800.0243993509,,1,2,538.889227768762,1,1,17199127.1995304,76931068.1288262,33695838.1555993,34259343.9798566,0.759986334213287,0,13.98,1
154,MCKINNEY,COLLIN,DFW,CABELL,7,2,1980,,0.16,0.165,0.18,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,1,1,27945146.4919576,58060037.7775751,4809847.74456195,14058181.1006322,-0.139175949730492,1,13.99,3
155,MCKINNEY,COLLIN,DFW,BORDEN,7,2,1980,,0.1694,0.1694,0.1848,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,1,0,27945146.4919576,58060037.7775751,5626931.37736641,14843406.5703431,-0.102228392427466,0,13.99,3
156,MCKINNEY,COLLIN,DFW,SCHEPPS,7,2,1980,,0.17,0.1725,0.187,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,1,0,27945146.4919576,58060037.7775751,8597940.55907157,24459260.8526589,-0.129793779251481,0,13.99,3
157,MCKINNEY,COLLIN,DFW,CABELL,5,13,1981,,0.173,0.173,0.1912,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,1,1,74997056.4186782,75676361.1466808,983463.842152707,14058181.1006322,-0.921066862772358,1,14.9,3
158,MCKINNEY,COLLIN,DFW,BORDEN,5,13,1981,,0.1675,0.1775,0.1925,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,1,0,74997056.4186782,75676361.1466808,0,14843406.5703431,-0.991023554545839,0,14.9,3
159,MCKINNEY,COLLIN,DFW,SCHEPPS,5,13,1981,,0.18,0.185,0.195,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,1,0,74997056.4186782,75676361.1466808,0,24459260.8526589,-0.991023554545839,0,14.9,3
160,MCKINNEY,COLLIN,DFW,CABELL,5,24,1982,,0.162,0.172,0.182,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,0,1,84161444.1998207,84946678.9341424,967950.234846002,14058181.1006322,-0.921902982567784,1,14.8,3
161,MCKINNEY,COLLIN,DFW,BORDEN,5,24,1982,,0.1845,0.1895,0.1995,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,1,0,84161444.1998207,84946678.9341424,687529.81576819,14843406.5703431,-0.944437275807864,0,14.8,3
162,MCKINNEY,COLLIN,DFW,SCHEPPS,5,24,1982,,0.1675,0.1875,0.1885,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,1,0,84161444.1998207,84946678.9341424,0,24459260.8526589,-0.990756145570676,0,14.8,3
163,MCKINNEY,COLLIN,DFW,CABELL,5,15,1983,,0.1559,0.1659,0.1759,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,1,1,73143021.212781,74331231.1668181,7870573.61383148,14058181.1006322,-0.424157481587976,1,14.86,3
164,MCKINNEY,COLLIN,DFW,BORDEN,5,15,1983,,0.1575,0.1675,0.1775,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,1,0,73143021.212781,74331231.1668181,1410430,14843406.5703431,-0.888994020123679,0,14.86,3
165,MCKINNEY,COLLIN,DFW,SCHEPPS,5,15,1983,,0.157,0.167,0.177,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,0,0,73143021.212781,74331231.1668181,2101623,24459260.8526589,-0.898091254685031,0,14.86,3
166,MCKINNEY,COLLIN,DFW,CABELL,6,7,1984,,0.1595,0.1675,0.1775,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,1,1,61153356.5037516,86135755.5117197,5460619.33961661,14058181.1006322,-0.321534820129675,1,14.56,3
167,MCKINNEY,COLLIN,DFW,BORDEN,6,7,1984,,0.167,0.175,0.185,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,1,0,61153356.5037516,86135755.5117197,5053162.55577056,14843406.5703431,-0.369533364986927,0,14.56,3
168,MCKINNEY,COLLIN,DFW,SCHEPPS,6,7,1984,,,0.1725,0.1825,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,,0,61153356.5037516,86135755.5117197,10527127.6666667,24459260.8526589,-0.27957047440866,0,14.56,3
169,MCKINNEY,COLLIN,DFW,CABELL,5,30,1985,,0.1595,0.1695,0.1795,,94820.5407012923,146869.422715858,131935.03658285,373625,373625,1,5,2075,1,1,91180021.9675409,93054269.8529648,3104813.03320212,14058181.1006322,-0.759004016599117,1,14.04,3
170,MCKINNEY,COLLIN,DFW,BORDEN,5,30,1985,,0.165,0.175,0.185,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,1,0,91180021.9675409,93054269.8529648,560871.804878057,14843406.5703431,-0.942072628274981,0,14.04,3
171,MCKINNEY,COLLIN,DFW,SCHEPPS,5,30,1985,,0.1609,0.1704,0.1804,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,5,2075,1,0,91180021.9675409,93054269.8529648,8974195.55424326,24459260.8526589,-0.612954758495951,0,14.04,3
172,MCKINNEY,COLLIN,DFW,CABELL,7,10,1986,,0.1592,0.1692,0.1792,,128307.513857627,198738.061932606,178529.424209767,505575,505575,1,5,2808,1,1,44316943.5878745,96115650.8644452,12866812.0316366,14058181.1006322,0.454175026206151,1,14.14,3
173,MCKINNEY,COLLIN,DFW,BORDEN,7,10,1986,,0.1625,0.1725,0.1825,,128307.513857627,198738.061932606,178529.424209767,505575,,1,5,2808,,0,44316943.5878745,96115650.8644452,12259771.4908155,14843406.5703431,0.364861188685188,0,14.14,3
174,MCKINNEY,COLLIN,DFW,SCHEPPS,7,10,1986,,0.165,0.175,0.185,,128307.513857627,198738.061932606,178529.424209767,505575,,1,5,2808,,0,44316943.5878745,96115650.8644452,9300920.91962015,24459260.8526589,-0.0808176353415,0,14.14,3
175,MCKINNEY,COLLIN,DFW,CABELL,7,16,1987,,0.1598,0.1698,0.1798,,155665.57150259,241113.501929312,216595.926568098,613375,613375,1,5,3407,1,1,27630100.3848669,101379288.42028,12720290.9744073,14058181.1006322,0.632290052935439,1,14.62,3
176,MCKINNEY,COLLIN,DFW,BORDEN,7,16,1987,,0.1625,0.1725,0.1825,,155665.57150259,241113.501929312,216595.926568098,613375,,1,5,3407,0,0,27630100.3848669,101379288.42028,11559605.2407097,14843406.5703431,0.506228505475965,0,14.62,3
177,MCKINNEY,COLLIN,DFW,SCHEPPS,7,16,1987,,0.1675,0.1775,0.1875,,155665.57150259,241113.501929312,216595.926568098,613375,,1,5,3407,0,0,27630100.3848669,101379288.42028,22381531.8318881,24459260.8526589,0.642511617421686,0,14.62,3
178,MCKINNEY,COLLIN,DFW,CABELL,7,6,1988,,0.1559,0.1659,0.1759,,142563.904286252,220820.068814007,198366.026899741,561750,561750,1,5,3120,0,1,31151504.5559272,109470332.68921,12710426.0482678,14058181.1006322,0.619564472310945,1,14.14,3
179,MCKINNEY,COLLIN,DFW,BORDEN,7,6,1988,,0.1625,0.1725,0.1825,,142563.904286252,220820.068814007,198366.026899741,561750,,1,5,3120,0,0,31151504.5559272,109470332.68921,13016083.3972119,14843406.5703431,0.592327550127655,0,14.14,3
180,MCKINNEY,COLLIN,DFW,SCHEPPS,7,6,1988,,0.17,0.18,0.19,,142563.904286252,220820.068814007,198366.026899741,561750,,1,5,3120,0,0,31151504.5559272,109470332.68921,19255195.5848855,24459260.8526589,0.502669658275722,0,14.14,3
181,MCKINNEY,COLLIN,DFW,CABELL,7,5,1989,,0.16,0.1665,0.176,,150336.079753571,232858.546085798,209180.374160631,592375,592375,1,5,3290,0,1,20263952.3471971,108104445.363237,13204289.5655642,14058181.1006322,0.751812259631111,1,15.22,3
182,MCKINNEY,COLLIN,DFW,BORDEN,7,5,1989,,0.161,0.171,0.181,,150336.079753571,232858.546085798,209180.374160631,592375,,1,5,3290,0,0,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,0,15.22,3
183,MCKINNEY,COLLIN,DFW,SCHEPPS,7,5,1989,,0.1635,0.1735,0.1825,,150336.079753571,232858.546085798,209180.374160631,592375,,1,5,3290,,0,20263952.3471971,108104445.363237,18270184.2117774,24459260.8526589,0.559515962757628,0,15.22,3
184,MCKINNEY,COLLIN,DFW,BORDEN,7,4,1990,,0.1625,0.1725,0.1825,,154155.548840368,238774.59777365,214494.853385982,607425,607425,1,5,3374,1,1,26799257.7005791,104099327.274789,12775700.7576429,14843406.5703431,0.60325940361773,0,16.2533333333,4
185,MCKINNEY,COLLIN,DFW,CABELL,7,4,1990,,0.1545,0.1565,0.165,,154155.548840368,238774.59777365,214494.853385982,607425,,1,5,3374,1,0,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,1,16.2533333333,4
186,MCKINNEY,COLLIN,DFW,CABELL,7,4,1990,,0.174,0.1775,0.183,,154155.548840368,238774.59777365,214494.853385982,607425,,1,5,3374,0,0,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,1,16.2533333333,4
187,MCKINNEY,COLLIN,DFW,SCHEPPS,7,4,1990,,0.191,0.191,0.201,,154155.548840368,238774.59777365,214494.853385982,607425,,1,5,3374,0,0,26799257.7005791,104099327.274789,24353935.8526589,24459260.8526589,0.738254562401717,0,16.2533333333,4
188,MELISSA,COLLIN,DFW,CABELL,0,0,1986,0.1775,0.1675,0.1675,,16348.7830205104,4529.6088832718,7016.0013526023,,27894.3932563845,,1,3,258.281419040597,1,1,96115650.8644452,96115650.8644452,62894.3932563845,14058181.1006322,-0.995526135791951,,14.14,1
189,MELISSA,COLLIN,DFW,CABELL,0,0,1987,0.169,0.159,0.169,,15217.0553363913,4216.0513686238,6530.3258773944,,25963.4325824094,,1,3,240.402153540828,1,1,101379288.42028,101379288.42028,25963.4325824094,14058181.1006322,-0.998153144251269,,14.62,1
190,MELISSA,COLLIN,DFW,CABELL,0,0,1988,0.19,0.18,0.18,0.19,14589.3973066538,4042.1518567403,6260.969462297,5624.3241089765,30516.8427346675,,1,3,282.563358654329,1,1,109470332.68921,109470332.68921,81816.9267970888,14058181.1006322,-0.994180120016137,,14.14,1
191,MELISSA,COLLIN,DFW,CABELL,0,0,1991,0.1589,0.1559,0.1589,0.1639,16159.798794804,4477.2487396156,6934.8996839635,6229.7258788322,33801.6730972152,,1,3,312.978454603844,1,1,76931068.1288262,76931068.1288262,33801.6730972152,14058181.1006322,-0.997595587021162,,13.98,1
192,PLANO,COLLIN,DFW,BORDEN,7,27,1980,0.168,0.168,0.168,,189000,825,35975,,225800,225800,1,5,1254,,1,27945146.4919576,58060037.7775751,5626931.37736641,14843406.5703431,-0.102228392427466,1,13.99,3
193,PLANO,COLLIN,DFW,CABELL,7,27,1980,0.192,0.192,0.192,,189000,825,35975,,225800,,1,5,1254,,0,27945146.4919576,58060037.7775751,4809847.74456195,14058181.1006322,-0.139175949730492,0,13.99,3
194,PLANO,COLLIN,DFW,SCHEPPS,7,27,1980,0.19,0.176,0.176,,189000,825,35975,,225800,,1,5,1254,1,0,27945146.4919576,58060037.7775751,8597940.55907157,24459260.8526589,-0.129793779251481,0,13.99,3
195,PLANO,COLLIN,DFW,BORDEN,7,19,1981,,0.1715,0.1715,,,600000,1300000,,1900000,1900000,1,5,10555,,1,26331462.2824028,75676361.1466808,7942901.64590949,14843406.5703431,0.187164808850963,1,14.9,3
196,PLANO,COLLIN,DFW,CABELL,7,19,1981,,0.186,0.189,,,600000,1300000,,1900000,,1,5,10555,,0,26331462.2824028,75676361.1466808,7932092.65895873,14058181.1006322,0.216284896540827,0,14.9,3
197,PLANO,COLLIN,DFW,SCHEPPS,7,19,1981,,0.1775,0.1825,,,600000,1300000,,1900000,,1,5,10555,1,0,26331462.2824028,75676361.1466808,9013279.63718821,24459260.8526589,0.0205534035164326,0,14.9,3
