rowid,SYSTEM,COUNTY,MRKTCODE,VENDOR,MONTH,DAY,YEAR,LFC,LFW,WW,WC,QLFC,QLFW,QWW,QWC,ESTQTY,QUANTITY,FMOZONE,ESC,WIN,PASSED,CONTRACTS,COMMITMENTS,CAPACITY,BACKLOG,I,FMO
107,BLUE RIDGE,COLLIN,DFW,CABELL,7,7,1988,0.169,0.169,0.169,0.179,27132.7758884179,7517.4318808816,11643.8998605691,10459.8923701315,56754,56754,1,1,1,31151504.5559272,109470332.68921,12710426.0482678,14058181.1006322,0.619564472310945,0,14.14
108,BLUE RIDGE,COLLIN,DFW,SCHEPPS,7,7,1988,0.185,0.183,0.195,0.21,27132.7758884179,7517.4318808816,11643.8998605691,10459.8923701315,56754,,1,0,0,31151504.5559272,109470332.68921,19255195.5848855,24459260.8526589,0.502669658275722,0,14.14
109,BLUE RIDGE,COLLIN,DFW,CABELL,0,0,1989,0.171,0.166,0.169,0.179,27132.7758884179,7517.4318808816,11643.8998605691,10459.8923701315,56754,,1,0,1,108104445.363237,108104445.363237,185017.690065082,14058181.1006322,-0.986839144499514,0,15.22
110,CELINA,COLLIN,DFW,CABELL,8,8,1982,,,,,,,,,70029.5101597308,,1,0,1,5227845.45972869,84946678.9341424,7870767.7718193,14058181.1006322,0.498328319741313,1,14.8
111,CELINA,COLLIN,DFW,CABELL,0,0,1983,,,,,,,,,67978.3582238602,,1,0,1,74331231.1668181,74331231.1668181,672948.613831475,14058181.1006322,-0.952131174793216,1,14.86
112,CELINA,COLLIN,DFW,CABELL,0,0,1984,,,,0.1805,,,,68589.591982213,68589.591982213,,1,0,1,86135755.5117197,86135755.5117197,609994.339616607,14058181.1006322,-0.956609298510945,1,14.56
113,CELINA,COLLIN,DFW,CABELL,7,22,1985,,,0.185,0.205,,,40640.7310881364,36508.1869576116,77148.918045748,,1,1,1,34524212.7822232,93054269.8529648,8044868.81051203,14058181.1006322,0.201243720098546,1,14.04
114,CELINA,COLLIN,DFW,CABELL,7,25,1986,,,,,,,,,86879.1152225367,,1,0,1,44316943.5878745,96115650.8644452,12866812.0316366,14058181.1006322,0.454175026206151,1,14.14
115,CELINA,COLLIN,DFW,CABELL,6,30,1987,,,0.1675,0.1775,,,48240.7592508034,43335.4078667048,91576.1671175082,,1,1,1,57050485.3078712,101379288.42028,8752466.46871023,14058181.1006322,0.0598458221230771,1,14.62
116,CELINA,COLLIN,DFW,CABELL,7,28,1988,,,0.165,0.175,,,52423.2744240951,47092.6248707109,99515.899294806,,1,0,1,31151504.5559272,109470332.68921,12710426.0482678,14058181.1006322,0.619564472310945,1,14.14
117,CELINA,COLLIN,DFW,CABELL,8,1,1989,0.1675,0.1625,0.1675,0.175,42174.8220148415,11684.9950365828,18099.1213799015,16258.7160568781,88217.6544882039,,1,0,1,3847235.86096735,108104445.363237,13824432.0239053,14058181.1006322,0.94778459938495,1,15.22
118,CELINA,COLLIN,DFW,CABELL,8,14,1990,0.1675,0.1625,0.1675,0.175,43422.4101351394,12030.6529504028,18634.5178022847,16739.6708074807,90827.2516953076,,1,0,1,5309295.91358337,104099327.274789,5006992.6099871,14058181.1006322,0.305159981404826,1,16.2533333333
119,CELINA,COLLIN,DFW,OAK FARMS,7,28,1992,0.1469,0.1419,0.1439,0.1549,43422.4101351394,12030.6529504028,18634.5178022847,16739.6708074807,90827.2516953076,,1,1,1,6558349.84232295,44444553.0614746,14780000.5187495,34259343.9798566,0.283852653673785,0,15.1533333333
120,COMMUNITY,COLLIN,DFW,FOREMOST,8,8,1985,0.168,,0.17,0.18,61097.637598277,,26219.7563875268,23553.6060141962,110871,110871,1,0,1,12520704.9853242,93054269.8529648,14571456.9513027,14571456.9513027,0.865447281407847,0,14.04
121,COMMUNITY,COLLIN,DFW,FOREMOST,7,20,1986,0.17,0.1625,0.1725,0.1825,56800.7935313602,15737.2801775984,24375.7864878964,21897.139803145,118811,118811,1,0,1,44316943.5878745,96115650.8644452,8379044.44526378,14571456.9513027,0.113951973639772,0,14.14
122,COMMUNITY,COLLIN,DFW,CABELL,8,14,1988,,0.165,0.175,0.185,,28694.7449326812,44445.861540887,39926.3935264318,113067,113067,1,0,1,8338127.35565186,109470332.68921,13536451.708017,14058181.1006322,0.88671992695069,0,14.14
123,COMMUNITY,COLLIN,DFW,CABELL,7,14,1989,0.171,0.165,0.171,0.178,49026.7852020519,13583.4062688869,21039.6083219043,18900.2002071569,102550,102550,1,0,1,20263952.3471971,108104445.363237,13204289.5655642,14058181.1006322,0.751812259631111,0,15.22
124,COMMUNITY,COLLIN,DFW,BORDEN,7,14,1989,,,,,49026.7852020519,13583.4062688869,21039.6083219043,18900.2002071569,102550,,1,0,0,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,0,15.22
125,COMMUNITY,COLLIN,DFW,OAK FARMS,8,22,1990,,0.16,0.1685,0.1785,,23423.1162369375,36280.5309322452,32591.3528308173,92295,92295,1,0,1,5309295.91358337,104099327.274789,24540872.9580464,34259343.9798566,0.665324200652043,0,16.2533333333
126,FARMERSVILLE,COLLIN,DFW,CABELL,7,31,1986,,,,,,,,,114288,114288,1,0,1,44316943.5878745,96115650.8644452,12866812.0316366,14058181.1006322,0.454175026206151,1,14.14
127,FARMERSVILLE,COLLIN,DFW,CABELL,6,24,1987,,0.155,0.165,0.175,,28573.4355490607,44257.9630221632,39757.6014287761,112589,112589,1,1,1,57050485.3078712,101379288.42028,8752466.46871023,14058181.1006322,0.0598458221230771,1,14.62
128,FARMERSVILLE,COLLIN,DFW,CABELL,6,30,1988,,0.155,0.165,0.175,,27366.9401312114,42389.1982564457,38078.8616123429,107835,107835,1,0,1,58912661.7853623,109470332.68921,9237632.77144801,14058181.1006322,0.118939157732393,1,14.14
129,FARMERSVILLE,COLLIN,DFW,BORDEN,6,30,1988,,0.1545,0.1645,0.1745,,27366.9401312114,42389.1982564457,38078.8616123429,107835,,1,0,0,58912661.7853623,109470332.68921,10238122.4439036,14843406.5703431,0.151581119263581,0,14.14
130,FARMERSVILLE,COLLIN,DFW,BORDEN,6,29,1989,,0.1535,0.1635,0.1735,,28689.1616556108,44437.2134919081,39918.6248524811,113045,113045,1,1,1,55280971.4616198,108104445.363237,8278522.18552527,14843406.5703431,0.0463575606524189,0,15.22
131,FARMERSVILLE,COLLIN,DFW,CABELL,6,29,1989,0.1675,0.165,0.1675,0.176,,28689.1616556108,44437.2134919081,39918.6248524811,113045,,1,1,0,55280971.4616198,108104445.363237,8630978.07696845,14058181.1006322,0.102580686184524,1,15.22
132,FARMERSVILLE,COLLIN,DFW,CABELL,7,2,1990,,0.161,0.165,0.172,,27633.6685039837,42802.3391417569,38449.9923542594,108886,108886,1,1,1,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,1,16.2533333333
133,FARMERSVILLE,COLLIN,DFW,BORDEN,7,2,1990,,0.1655,0.1665,0.1765,,27633.6685039837,42802.3391417569,38449.9923542594,108886,,1,1,0,26799257.7005791,104099327.274789,12775700.7576429,14843406.5703431,0.60325940361773,0,16.2533333333
134,FARMERSVILLE,COLLIN,DFW,CABELL,7,2,1990,,0.176,0.18,0.187,,27633.6685039837,42802.3391417569,38449.9923542594,108886,,1,0,0,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,1,16.2533333333
135,FRISCO,COLLIN,DFW,SCHEPPS,7,7,1981,0.195,0.1775,0.1825,0.2,,,,,,,1,0,0,26331462.2824028,75676361.1466808,9013279.63718821,24459260.8526589,0.0205534035164326,0,14.9
136,FRISCO,COLLIN,DFW,SCHEPPS,7,22,1982,0.1775,0.1675,0.1775,0.1875,,,,,,,1,1,0,23795283.0130496,84946678.9341424,10312728.9831484,24459260.8526589,0.141508580078938,0,14.8
137,FRISCO,COLLIN,DFW,SCHEPPS,7,5,1983,0.167,0.157,0.167,0.177,,,,,,,1,1,0,25778471.7269717,74331231.1668181,5952481.98023637,24459260.8526589,-0.103442273717959,0,14.86
138,FRISCO,COLLIN,DFW,SCHEPPS,6,6,1984,0.2,0.19,0.2,0.21,,,,,,,1,1,0,61153356.5037516,86135755.5117197,10527127.6666667,24459260.8526589,-0.27957047440866,0,14.56
139,FRISCO,COLLIN,DFW,BORDEN,8,6,1985,0.1695,0.1595,0.1675,,92876.2359631261,25732.3754884777,39857.3885483961,,158466,158466,1,1,1,12520704.9853242,93054269.8529648,9811431.77337999,14843406.5703431,0.526443241255976,1,14.04
140,FRISCO,COLLIN,DFW,BORDEN,8,20,1986,0.1675,0.1575,0.1675,0.1775,75758.9326555666,20989.839666557,32511.5804226123,29205.6472552641,158466,158466,1,1,1,11364286.1119198,96115650.8644452,13472758.4339951,14843406.5703431,0.789423920428005,1,14.14
141,FRISCO,COLLIN,DFW,CABELL,8,20,1986,0.172,0.162,0.172,0.1775,75758.9326555666,20989.839666557,32511.5804226123,29205.6472552641,158466,,1,1,0,11364286.1119198,96115650.8644452,14058181.1006322,14058181.1006322,0.881764457612141,0,14.14
142,FRISCO,COLLIN,DFW,BORDEN,7,5,1987,0.1695,0.1595,,0.182,95313.9640711129,26407.774683579,,36744.2612453081,158466,158466,1,1,1,27630100.3848669,101379288.42028,11559605.2407097,14843406.5703431,0.506228505475965,1,14.62
143,FRISCO,COLLIN,DFW,BORDEN,6,28,1988,0.1645,0.1545,,,124086.484345515,34379.5156544847,,,158466,158466,1,1,1,58912661.7853623,109470332.68921,10238122.4439036,14843406.5703431,0.151581119263581,1,14.14
144,FRISCO,COLLIN,DFW,BORDEN,7,25,1989,0.169,0.159,0.169,,92876.2359631261,25732.3754884777,39857.3885483961,,158466,158466,1,1,1,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,1,15.22
145,FRISCO,COLLIN,DFW,CABELL,7,25,1989,0.1695,0.1695,0.175,,92876.2359631261,25732.3754884777,39857.3885483961,,158466,,1,1,0,20263952.3471971,108104445.363237,13204289.5655642,14058181.1006322,0.751812259631111,0,15.22
146,FRISCO,COLLIN,DFW,CABELL,8,1,1990,0.1525,0.151,0.154,,92876.2359631261,25732.3754884777,39857.3885483961,,158466,158466,1,1,1,5309295.91358337,104099327.274789,5006992.6099871,14058181.1006322,0.305159981404826,0,16.2533333333
147,FRISCO,COLLIN,DFW,BORDEN,8,1,1990,0.1545,0.157,0.157,,92876.2359631261,25732.3754884777,39857.3885483961,,158466,,1,1,0,5309295.91358337,104099327.274789,14722571.1126744,14843406.5703431,0.940857106097958,1,16.2533333333
148,FRISCO,COLLIN,DFW,SCHEPPS,8,1,1990,0.185,0.181,0.185,,92876.2359631261,25732.3754884777,39857.3885483961,,158466,,1,0,0,5309295.91358337,104099327.274789,24459260.8526589,24459260.8526589,0.948997788433652,0,16.2533333333
149,LOVEJOY,COLLIN,DFW,BORDEN,8,9,1987,,0.24,0.24,0.25,,11253.6606165968,17431.0189118888,15658.5494467807,44343.2289752663,,1,0,1,10420658.6628414,101379288.42028,12591149.0048624,14843406.5703431,0.745476621262683,0,14.62
150,LOVEJOY,COLLIN,DFW,BORDEN,8,18,1988,,0.24,0.24,0.25,,9498.2777818563,14712.0715015821,13216.077627853,37426.4269112913,,1,0,1,8338127.35565186,109470332.68921,13714234.8100009,14843406.5703431,0.847759803084582,0,14.14
151,LOVEJOY,COLLIN,DFW,BORDEN,7,24,1989,,0.24,0.24,0.25,,9239.4102592711,14311.1064435813,12855.8846168263,36406.4013196787,,1,0,1,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,0,15.22
152,LOVEJOY,COLLIN,DFW,OAK FARMS,8,6,1990,,0.1599,0.165,0.173,,9616.6423595429,14895.4087517841,13380.7722686102,37892.8233799372,,1,1,1,5309295.91358337,104099327.274789,24540872.9580464,34259343.9798566,0.665324200652043,0,16.2533333333
153,LOVEJOY,COLLIN,DFW,OAK FARMS,7,23,1991,0.163,0.159,0.163,0.173,18549.3950469171,5139.3124783921,7960.3833860817,7150.9334879601,38800.0243993509,,1,1,1,17199127.1995304,76931068.1288262,33695838.1555993,34259343.9798566,0.759986334213287,0,13.98
154,MCKINNEY,COLLIN,DFW,CABELL,7,2,1980,,0.16,0.165,0.18,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,1,1,27945146.4919576,58060037.7775751,4809847.74456195,14058181.1006322,-0.139175949730492,1,13.99
155,MCKINNEY,COLLIN,DFW,BORDEN,7,2,1980,,0.1694,0.1694,0.1848,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,1,0,27945146.4919576,58060037.7775751,5626931.37736641,14843406.5703431,-0.102228392427466,0,13.99
156,MCKINNEY,COLLIN,DFW,SCHEPPS,7,2,1980,,0.17,0.1725,0.187,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,1,0,27945146.4919576,58060037.7775751,8597940.55907157,24459260.8526589,-0.129793779251481,0,13.99
157,MCKINNEY,COLLIN,DFW,CABELL,5,13,1981,,0.173,0.173,0.1912,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,1,1,74997056.4186782,75676361.1466808,983463.842152707,14058181.1006322,-0.921066862772358,1,14.9
158,MCKINNEY,COLLIN,DFW,BORDEN,5,13,1981,,0.1675,0.1775,0.1925,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,1,0,74997056.4186782,75676361.1466808,0,14843406.5703431,-0.991023554545839,0,14.9
159,MCKINNEY,COLLIN,DFW,SCHEPPS,5,13,1981,,0.18,0.185,0.195,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,1,0,74997056.4186782,75676361.1466808,0,24459260.8526589,-0.991023554545839,0,14.9
160,MCKINNEY,COLLIN,DFW,CABELL,5,24,1982,,0.162,0.172,0.182,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,0,1,84161444.1998207,84946678.9341424,967950.234846002,14058181.1006322,-0.921902982567784,1,14.8
161,MCKINNEY,COLLIN,DFW,BORDEN,5,24,1982,,0.1845,0.1895,0.1995,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,1,0,84161444.1998207,84946678.9341424,687529.81576819,14843406.5703431,-0.944437275807864,0,14.8
162,MCKINNEY,COLLIN,DFW,SCHEPPS,5,24,1982,,0.1675,0.1875,0.1885,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,1,0,84161444.1998207,84946678.9341424,0,24459260.8526589,-0.990756145570676,0,14.8
163,MCKINNEY,COLLIN,DFW,CABELL,5,15,1983,,0.1559,0.1659,0.1759,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,1,1,73143021.212781,74331231.1668181,7870573.61383148,14058181.1006322,-0.424157481587976,1,14.86
164,MCKINNEY,COLLIN,DFW,BORDEN,5,15,1983,,0.1575,0.1675,0.1775,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,1,0,73143021.212781,74331231.1668181,1410430,14843406.5703431,-0.888994020123679,0,14.86
165,MCKINNEY,COLLIN,DFW,SCHEPPS,5,15,1983,,0.157,0.167,0.177,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,0,0,73143021.212781,74331231.1668181,2101623,24459260.8526589,-0.898091254685031,0,14.86
166,MCKINNEY,COLLIN,DFW,CABELL,6,7,1984,,0.1595,0.1675,0.1775,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,1,1,61153356.5037516,86135755.5117197,5460619.33961661,14058181.1006322,-0.321534820129675,1,14.56
167,MCKINNEY,COLLIN,DFW,BORDEN,6,7,1984,,0.167,0.175,0.185,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,1,0,61153356.5037516,86135755.5117197,5053162.55577056,14843406.5703431,-0.369533364986927,0,14.56
168,MCKINNEY,COLLIN,DFW,SCHEPPS,6,7,1984,,,0.1725,0.1825,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,0,0,61153356.5037516,86135755.5117197,10527127.6666667,24459260.8526589,-0.27957047440866,0,14.56
169,MCKINNEY,COLLIN,DFW,CABELL,5,30,1985,,0.1595,0.1695,0.1795,,94820.5407012923,146869.422715858,131935.03658285,373625,373625,1,1,1,91180021.9675409,93054269.8529648,3104813.03320212,14058181.1006322,-0.759004016599117,1,14.04
170,MCKINNEY,COLLIN,DFW,BORDEN,5,30,1985,,0.165,0.175,0.185,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,1,0,91180021.9675409,93054269.8529648,560871.804878057,14843406.5703431,-0.942072628274981,0,14.04
171,MCKINNEY,COLLIN,DFW,SCHEPPS,5,30,1985,,0.1609,0.1704,0.1804,,94820.5407012923,146869.422715858,131935.03658285,373625,,1,1,0,91180021.9675409,93054269.8529648,8974195.55424326,24459260.8526589,-0.612954758495951,0,14.04
172,MCKINNEY,COLLIN,DFW,CABELL,7,10,1986,,0.1592,0.1692,0.1792,,128307.513857627,198738.061932606,178529.424209767,505575,505575,1,1,1,44316943.5878745,96115650.8644452,12866812.0316366,14058181.1006322,0.454175026206151,1,14.14
173,MCKINNEY,COLLIN,DFW,BORDEN,7,10,1986,,0.1625,0.1725,0.1825,,128307.513857627,198738.061932606,178529.424209767,505575,,1,0,0,44316943.5878745,96115650.8644452,12259771.4908155,14843406.5703431,0.364861188685188,0,14.14
174,MCKINNEY,COLLIN,DFW,SCHEPPS,7,10,1986,,0.165,0.175,0.185,,128307.513857627,198738.061932606,178529.424209767,505575,,1,0,0,44316943.5878745,96115650.8644452,9300920.91962015,24459260.8526589,-0.0808176353415,0,14.14
175,MCKINNEY,COLLIN,DFW,CABELL,7,16,1987,,0.1598,0.1698,0.1798,,155665.57150259,241113.501929312,216595.926568098,613375,613375,1,1,1,27630100.3848669,101379288.42028,12720290.9744073,14058181.1006322,0.632290052935439,1,14.62
176,MCKINNEY,COLLIN,DFW,BORDEN,7,16,1987,,0.1625,0.1725,0.1825,,155665.57150259,241113.501929312,216595.926568098,613375,,1,0,0,27630100.3848669,101379288.42028,11559605.2407097,14843406.5703431,0.506228505475965,0,14.62
177,MCKINNEY,COLLIN,DFW,SCHEPPS,7,16,1987,,0.1675,0.1775,0.1875,,155665.57150259,241113.501929312,216595.926568098,613375,,1,0,0,27630100.3848669,101379288.42028,22381531.8318881,24459260.8526589,0.642511617421686,0,14.62
178,MCKINNEY,COLLIN,DFW,CABELL,7,6,1988,,0.1559,0.1659,0.1759,,142563.904286252,220820.068814007,198366.026899741,561750,561750,1,0,1,31151504.5559272,109470332.68921,12710426.0482678,14058181.1006322,0.619564472310945,1,14.14
179,MCKINNEY,COLLIN,DFW,BORDEN,7,6,1988,,0.1625,0.1725,0.1825,,142563.904286252,220820.068814007,198366.026899741,561750,,1,0,0,31151504.5559272,109470332.68921,13016083.3972119,14843406.5703431,0.592327550127655,0,14.14
180,MCKINNEY,COLLIN,DFW,SCHEPPS,7,6,1988,,0.17,0.18,0.19,,142563.904286252,220820.068814007,198366.026899741,561750,,1,0,0,31151504.5559272,109470332.68921,19255195.5848855,24459260.8526589,0.502669658275722,0,14.14
181,MCKINNEY,COLLIN,DFW,CABELL,7,5,1989,,0.16,0.1665,0.176,,150336.079753571,232858.546085798,209180.374160631,592375,592375,1,0,1,20263952.3471971,108104445.363237,13204289.5655642,14058181.1006322,0.751812259631111,1,15.22
182,MCKINNEY,COLLIN,DFW,BORDEN,7,5,1989,,0.161,0.171,0.181,,150336.079753571,232858.546085798,209180.374160631,592375,,1,0,0,20263952.3471971,108104445.363237,10191908.6315118,14843406.5703431,0.499180768054264,0,15.22
183,MCKINNEY,COLLIN,DFW,SCHEPPS,7,5,1989,,0.1635,0.1735,0.1825,,150336.079753571,232858.546085798,209180.374160631,592375,,1,0,0,20263952.3471971,108104445.363237,18270184.2117774,24459260.8526589,0.559515962757628,0,15.22
184,MCKINNEY,COLLIN,DFW,BORDEN,7,4,1990,,0.1625,0.1725,0.1825,,154155.548840368,238774.59777365,214494.853385982,607425,607425,1,1,1,26799257.7005791,104099327.274789,12775700.7576429,14843406.5703431,0.60325940361773,0,16.2533333333
185,MCKINNEY,COLLIN,DFW,CABELL,7,4,1990,,0.1545,0.1565,0.165,,154155.548840368,238774.59777365,214494.853385982,607425,,1,1,0,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,1,16.2533333333
186,MCKINNEY,COLLIN,DFW,CABELL,7,4,1990,,0.174,0.1775,0.183,,154155.548840368,238774.59777365,214494.853385982,607425,,1,0,0,26799257.7005791,104099327.274789,4626699.35829179,14058181.1006322,0.0716715115664565,1,16.2533333333
187,MCKINNEY,COLLIN,DFW,SCHEPPS,7,4,1990,,0.191,0.191,0.201,,154155.548840368,238774.59777365,214494.853385982,607425,,1,0,0,26799257.7005791,104099327.274789,24353935.8526589,24459260.8526589,0.738254562401717,0,16.2533333333
188,MELISSA,COLLIN,DFW,CABELL,0,0,1986,0.1775,0.1675,0.1675,,16348.7830205104,4529.6088832718,7016.0013526023,,27894.3932563845,,1,1,1,96115650.8644452,96115650.8644452,62894.3932563845,14058181.1006322,-0.995526135791951,,14.14
189,MELISSA,COLLIN,DFW,CABELL,0,0,1987,0.169,0.159,0.169,,15217.0553363913,4216.0513686238,6530.3258773944,,25963.4325824094,,1,1,1,101379288.42028,101379288.42028,25963.4325824094,14058181.1006322,-0.998153144251269,,14.62
190,MELISSA,COLLIN,DFW,CABELL,0,0,1988,0.19,0.18,0.18,0.19,14589.3973066538,4042.1518567403,6260.969462297,5624.3241089765,30516.8427346675,,1,1,1,109470332.68921,109470332.68921,81816.9267970888,14058181.1006322,-0.994180120016137,,14.14
191,MELISSA,COLLIN,DFW,CABELL,0,0,1991,0.1589,0.1559,0.1589,0.1639,16159.798794804,4477.2487396156,6934.8996839635,6229.7258788322,33801.6730972152,,1,1,1,76931068.1288262,76931068.1288262,33801.6730972152,14058181.1006322,-0.997595587021162,,13.98
192,PLANO,COLLIN,DFW,BORDEN,7,27,1980,0.168,0.168,0.168,,189000,825,35975,,225800,225800,1,0,1,27945146.4919576,58060037.7775751,5626931.37736641,14843406.5703431,-0.102228392427466,1,13.99
193,PLANO,COLLIN,DFW,CABELL,7,27,1980,0.192,0.192,0.192,,189000,825,35975,,225800,,1,0,0,27945146.4919576,58060037.7775751,4809847.74456195,14058181.1006322,-0.139175949730492,0,13.99
194,PLANO,COLLIN,DFW,SCHEPPS,7,27,1980,0.19,0.176,0.176,,189000,825,35975,,225800,,1,1,0,27945146.4919576,58060037.7775751,8597940.55907157,24459260.8526589,-0.129793779251481,0,13.99
195,PLANO,COLLIN,DFW,BORDEN,7,19,1981,,0.1715,0.1715,,,600000,1300000,,1900000,1900000,1,0,1,26331462.2824028,75676361.1466808,7942901.64590949,14843406.5703431,0.187164808850963,1,14.9
196,PLANO,COLLIN,DFW,CABELL,7,19,1981,,0.186,0.189,,,600000,1300000,,1900000,,1,0,0,26331462.2824028,75676361.1466808,7932092.65895873,14058181.1006322,0.216284896540827,0,14.9
197,PLANO,COLLIN,DFW,SCHEPPS,7,19,1981,,0.1775,0.1825,,,600000,1300000,,1900000,,1,1,0,26331462.2824028,75676361.1466808,9013279.63718821,24459260.8526589,0.0205534035164326,0,14.9
198,PLANO,COLLIN,DFW,BORDEN,7,14,1982,,0.162,0.172,,,827696.639463907,1072303.36053609,,1900000,,1,0,1,23795283.0130496,84946678.9341424,9353768.49624468,14843406.5703431,0.350042966817933,1,14.8
199,PLANO,COLLIN,DFW,CABELL,7,14,1982,,0.19,0.19,,,827696.639463907,1072303.36053609,,1900000,,1,0,0,23795283.0130496,84946678.9341424,7589944.03645047,14058181.1006322,0.259774939923173,0,14.8
200,PLANO,COLLIN,DFW,BORDEN,5,12,1983,,0.165,0.175,,,258000,502000,,760000,760000,1,1,1,73143021.212781,74331231.1668181,1410430,14843406.5703431,-0.888994020123679,1,14.86
201,PLANO,COLLIN,DFW,CABELL,5,12,1983,,0.1709,0.1809,,,258000,502000,,760000,,1,0,0,73143021.212781,74331231.1668181,7870573.61383148,14058181.1006322,-0.424157481587976,0,14.86
202,PLANO,COLLIN,DFW,METZGER,5,12,1983,,0.175,0.18,,,258000,502000,,760000,,1,1,0,73143021.212781,74331231.1668181,0,4447291.66666667,-0.984014660656292,0,14.86
203,PLANO,COLLIN,DFW,OAK FARMS,5,12,1983,,0.17,0.18,,,258000,502000,,760000,,1,1,0,73143021.212781,74331231.1668181,6121257,34259343.9798566,-0.805340573855357,0,14.86
204,PLANO,COLLIN,DFW,SUNRISE,5,30,1984,,0.155,0.165,0.1825,,258000,502000,,760000,760000,1,1,1,83999760.7246616,86135755.5117197,2428072.55424326,3114677.0,-0.195643616937353,0,14.56
205,PLANO,COLLIN,DFW,BORDEN,5,30,1984,,0.159,0.1675,,,258000,502000,,760000,,1,1,0,83999760.7246616,86135755.5117197,776271.440964766,14843406.5703431,-0.922904605008227,1,14.56
206,PLANO,COLLIN,DFW,CABELL,5,30,1984,,0.1684,0.1764,,,258000,502000,,760000,,1,1,0,83999760.7246616,86135755.5117197,2731994.33961661,14058181.1006322,-0.780867158771685,0,14.56
207,PLANO,COLLIN,DFW,OAK FARMS,5,30,1984,,0.1689,0.1769,,,258000,502000,,760000,,1,1,0,83999760.7246616,86135755.5117197,2412789.0,34259343.9798566,-0.904774815829704,0,14.56
208,PLANO,COLLIN,DFW,POLAR BEAR,5,30,1984,,0.48,0.25,,,258000,502000,,760000,,1,1,0,83999760.7246616,86135755.5117197,0,0,,0,14.56
209,PLANO,COLLIN,DFW,SCHEPPS,5,30,1984,,0.1685,0.1735,,,258000,502000,,760000,,1,1,0,83999760.7246616,86135755.5117197,5221127.66666667,24459260.8526589,-0.761739794845085,0,14.56
210,PLANO,COLLIN,DFW,SUNRISE,5,15,1985,,0.1525,0.1625,0.1625,,150000,70000,1500000,1720000,1720000,1,0,1,91180021.9675409,93054269.8529648,2980007.0,3114677.0,-0.0230957785394196,0,14.04
211,PLANO,COLLIN,DFW,BORDEN,5,15,1985,,0.156,0.166,0.176,,150000,70000,1500000,1720000,,1,1,0,91180021.9675409,93054269.8529648,560871.804878057,14843406.5703431,-0.942072628274981,1,14.04
