SYSTEM,COUNTY,YEAR,LETDATE,MRKTCODE,EST,VENDOR,WIN,ZONE,OPT,CASES,POPUL,ESC,QUANTITY,QCODE,LFC,LFW,WW,WC,SKM,SIGNTURE,REVISED,COMMENTS,QLFC,QLFW,QWW,QWC,QSKM,NUMWIN,ADJPOP,SYSNUM,ADA,MEALS,DSTFLAG,MILES,MINUTES,FMOZONE,CALL,KEYS,COOLER,DEL,NUMSCHL,ESTQTY,IQFLG
AUSTIN,TRAVIS,79,6/12/1919,AUST,,SUPERIOR,*,,,,63886,F,9242000,YR,0.145,0.119,0.137,,,,,,4500000,242000,4500000,,,1,63886,,,,,,,7,,,,5,96,9242000,
AUSTIN,TRAVIS,79,6/12/1919,AUST,,OAK FARMS,,,,,63886,F,,,0.161,0.141,0.151,,,,,,4500000,242000,4500000,,,1,,,,,,,,7,,,,5,96,9242000,
AUSTIN,TRAVIS,79,6/12/1919,AUST,,SCHEPPS,,,,,63886,F,,,0.1723,0.1575,0.1623,,,,,,4500000,242000,4500000,,,1,,,,,,,,7,,,,5,96,9242000,
AUSTIN,TRAVIS,79,6/12/1919,AUST,,"STEVENS, B.",,,,,63886,F,,,0.14,0.135,0.135,,,,,,4500000,242000,4500000,,,1,,,,,,,,7,,,,5,96,9242000,
AUSTIN,TRAVIS,80,6/9/1920,AUST,,SUPERIOR,*,,,,63886,F,7800000,YR,0.163,0.145,0.155,,,,,,2700000,600000,4500000,,,1,63886,,,,,,,7,,,,5,96,7800000,
AUSTIN,TRAVIS,80,6/9/1920,AUST,,OAK FARMS,,,,,63886,F,,,0.169,0.149,0.169,,,,,,2700000,600000,4500000,,,1,,,,,,,,7,,,,5,96,7800000,
AUSTIN,TRAVIS,80,6/9/1920,AUST,,PURE,,,,,63886,F,,,0.2,0.188,0.192,,,,,,2700000,600000,4500000,,,1,,,,,,,,7,,,,5,96,7800000,
AUSTIN,TRAVIS,80,6/9/1920,AUST,,SCHEPPS,,,,,63886,F,,,0.1725,0.1695,0.1745,,,,,,2700000,600000,4500000,,,1,,,,,,,,7,,,,5,96,7800000,
AUSTIN,TRAVIS,81,6/9/1921,AUST,,OAK FARMS,*,,,,63886,,7750000,YR,0.165,0.145,0.158,,,,,,2000000,750000,5000000,,,1,63886,,,,,,,7,,,,5,96,7750000,
AUSTIN,TRAVIS,81,6/9/1921,AUST,,BORDEN,,,,,63886,,,,0.19,0.185,0.189,,,,,,2000000,750000,5000000,,,1,,,,,,,,7,,,,5,96,7750000,
AUSTIN,TRAVIS,81,6/9/1921,AUST,,SUPERIOR,,,,,63886,,,,0.168,0.15,0.164,,,,,,2000000,750000,5000000,,,1,,,,,,,,7,,,,5,96,7750000,
AUSTIN,TRAVIS,82,6/16/1922,AUST,,OAK FARMS,*,,,,63886,F,7335000,YR,0.14,0.1349,0.1449,,,,,,1700000,535000,5100000,,,1,63886,,,,,,,7,,,,5,96,7335000,
AUSTIN,TRAVIS,82,6/16/1922,AUST,,BORDEN,,,,,63886,F,,,0.185,0.179,0.185,,,,,,1700000,535000,5100000,,,1,,,,,,,,7,,,,5,96,7335000,
AUSTIN,TRAVIS,82,6/16/1922,AUST,,PURE,,,,,63886,F,,,0.18,0.1725,0.175,,,,,,1700000,535000,5100000,,,1,,,,,,,,7,,,,5,96,7335000,
AUSTIN,TRAVIS,82,6/16/1922,AUST,,SUPERIOR,,,,,63886,F,,,0.168,0.148,0.162,,,,,,1700000,535000,5100000,,,1,,,,,,,,7,,,,5,96,7335000,
AUSTIN,TRAVIS,84,6/13/1924,AUST,,SUPERIOR,*,,,,63886,F,7590000,YR,0.1344,0.1287,0.1377,,,,,,4500000,290000,2800000,,,1,63886,,,,,,,7,,,,5,96,7590000,
AUSTIN,TRAVIS,84,6/13/1924,AUST,,BORDEN,,,,,63886,F,,,0.179,0.169,0.179,,,,,,4500000,290000,2800000,,,1,,,,,,,,7,,,,5,96,7590000,
AUSTIN,TRAVIS,84,6/13/1924,AUST,,OAK FARMS,,,,,63886,F,,,0.1349,0.1329,0.1399,,,,,,4500000,290000,2800000,,,1,,,,,,,,7,,,,5,96,7590000,
AUSTIN,TRAVIS,84,6/13/1924,AUST,,PURE,,,,,63886,F,,,0.17,0.165,0.17,,,,,,4500000,290000,2800000,,,1,,,,,,,,7,,,,5,96,7590000,
AUSTIN,TRAVIS,84,6/13/1924,AUST,,SCHEPPS,,,,,63886,F,,,0.1799,0.1699,0.1799,,,,,,4500000,290000,2800000,,,1,,,,,,,,7,,,,5,96,7590000,
AUSTIN,TRAVIS,85,6/18/1925,AUST,,OAK FARMS,*,,,,63886,F,7290000,YR,0.124,0.123,0.136,,,"RAMSAY, H (HARRY)",,,4500000,290000,2500000,,,1,63886,227-901,116106,7149184,,,,7,,,,5,96,7290000,
AUSTIN,TRAVIS,85,6/18/1925,AUST,,BORDEN,,,,,63886,F,,,0.18,0.1695,0.1795,,,"HALSON, ARTHUR",,,4500000,290000,2500000,,,1,,227-901,116106,7149184,,,,7,,,,5,96,7290000,
AUSTIN,TRAVIS,85,6/18/1925,AUST,,PURE,,,,,63886,F,,,0.17,0.165,0.17,,,"McCARLEY, A J",,,4500000,290000,2500000,,,1,,227-901,116106,7149184,,,,7,,,,5,96,7290000,
AUSTIN,TRAVIS,85,6/18/1925,AUST,,SCHEPPS,,,,,63886,F,,,0.177,0.167,0.177,,,HERNANDEZ C (CARMEN),,,4500000,290000,2500000,,,1,,227-901,116106,7149184,,,,7,,,,5,96,7290000,
AUSTIN,TRAVIS,85,6/18/1925,AUST,,SUPERIOR,,,,,63886,F,,,0.1314,0.1267,0.1355,,,"ADAMSON, M J",,,4500000,290000,2500000,,,1,,227-901,116106,7149184,,,,7,,,,5,96,7290000,
AUSTIN,TRAVIS,86,5/26/1926,AUST,,SUPERIOR,*,,,,63886,F,7245000,YR,0.12,0.12,0.1339,,,"ADAMSON, M J",,,4300000,345000,2600000,,,1,63886,227-901,115470,7562835,,,,7,,,,5,96,7245000,
AUSTIN,TRAVIS,86,5/26/1926,AUST,,OAK FARMS,,,,,63886,F,,,0.126,0.126,0.138,,,"RAMSAY, H (HARRY)",,,4300000,345000,2600000,,,1,,227-901,115470,7562835,,,,7,,,,5,96,7245000,
AUSTIN,TRAVIS,86,5/26/1926,AUST,,PURE,,,,,63886,F,,,0.165,0.1625,0.165,,,"WILLIAMS, M (MICKEY)",,,4300000,345000,2600000,,,1,,227-901,115470,7562835,,,,7,,,,5,96,7245000,
AUSTIN,TRAVIS,86,5/26/1926,AUST,,SCHEPPS,,,,,63886,F,,,0.176,0.171,0.181,,,"WELBORN, N (NOLAN)",,,4300000,345000,2600000,,,1,,227-901,115470,7562835,,,,7,,,,5,96,7245000,
AUSTIN,TRAVIS,87,5/11/1927,AUST,,SUPERIOR,*,,,,63886,F,7630000,YR,0.1239,0.124,0.1369,,,"ADAMSON, M J",,,4500000,380000,2750000,,,1,63886,227-901,120085,7661114,,,,7,,,,5,96,7630000,
AUSTIN,TRAVIS,87,5/11/1927,AUST,,BORDEN,,,,,63886,F,,,0.165,0.159,0.165,,,"HALSON, ARTHUR",,,4500000,380000,2750000,,,1,,227-901,120085,7661114,,,,7,,,,5,96,7630000,
AUSTIN,TRAVIS,87,5/11/1927,AUST,,OAK FARMS,,,,,63886,F,,,0.1259,0.1219,0.1399,,,"RICKARD, BRUCE",,,4500000,380000,2750000,,,1,,227-901,120085,7661114,,,,7,,,,5,96,7630000,
AUSTIN,TRAVIS,87,5/11/1927,AUST,,PURE,,,,,63886,F,,,0.1625,0.159,0.16,,,"WILLIAMS, M (MICKEY)",,,4500000,380000,2750000,,,1,,227-901,120085,7661114,,,,7,,,,5,96,7630000,
AUSTIN,TRAVIS,87,5/11/1927,AUST,,SCHEPPS,,,,,63886,F,,,0.17,0.17,0.18,,,"WELBORN, N (NOLAN)",,,4500000,380000,2750000,,,1,,227-901,120085,7661114,,,,7,,,,5,96,7630000,
AUSTIN,TRAVIS,88,4/6/1928,AUST,,SUPERIOR,*,,,,63886,F,8150000,YR,0.114,0.11,0.13,,,"ADAMSON, M J",,,4700000,450000,3000000,,,1,63886,227-901,123538,7996975,,,,7,,,,5,96,8150000,
AUSTIN,TRAVIS,88,4/6/1928,AUST,,BORDEN,,,,,63886,F,,,0.1427,0.1323,0.147,,,"HOUCK, J (JOHN)",,,4700000,450000,3000000,,,1,,227-901,123538,7996975,,,,7,,,,5,96,8150000,
AUSTIN,TRAVIS,88,4/6/1928,AUST,,OAK FARMS,,,,,63886,F,,,0.119,0.12,0.133,,,"EDDLEMAN, MIKE",,,4700000,450000,3000000,,,1,,227-901,123538,7996975,,,,7,,,,5,96,8150000,
AUSTIN,TRAVIS,88,4/6/1928,AUST,,PURE,,,,,63886,F,,,0.159,0.155,0.159,,,"WILLIAMS, M (MICKEY)",,,4700000,450000,3000000,,,1,,227-901,123538,7996975,,,,7,,,,5,96,8150000,
AUSTIN,TRAVIS,88,4/6/1928,AUST,,SCHEPPS,,,,,63886,F,,,0.18,0.17,0.18,,,"PETERS, JACKIE",,,4700000,450000,3000000,,,1,,227-901,123538,7996975,,,,7,,,,5,96,8150000,
AUSTIN,TRAVIS,89,4/17/1929,AUST,,SUPERIOR,*,,,,63886,F,7450000,YR,0.1243,0.1215,0.1329,,,"PICKENS, J Q",,,4000000,450000,3000000,,,1,63886,,,8119038,,,,7,,,,5,96,7450000,
AUSTIN,TRAVIS,89,4/17/1929,AUST,,OAK FARMS,,,,,63886,F,,,0.1224,0.125,0.136,,,"MORGAN, DALE",,,4000000,450000,3000000,,,1,,,,8119038,,,,7,,,,5,96,7450000,
AUSTIN,TRAVIS,89,4/17/1929,AUST,,SCHEPPS,,,,,63886,F,,,0.17,0.16,0.17,,,HERNANDEZ C (CARMEN),,,4000000,450000,3000000,,,1,,,,8119038,,,,7,,,,5,96,7450000,
IREDELE,BOSQUE,87,8/12/1927,DFW,*,CABELL,Y,,,,115,E,8425,,,0.16,0.17,0.18,,"GARLINGTON, D (DUB)",*,,,2138.1413326421,3311.8096657908,2975.0490015671,,1,115,018-906,200,18799,2,91,106,3,,N,Y,2,1,8425,*
IREDELE,BOSQUE,88,,DFW,,CABELL,Y,,,,115,,8599,,,0.16,0.17,0.18,,"BOYLE, P (PAT)",,,,2182.2999785625,3380.2078713514,3036.4921500861,,1,115,018-906,220,21114,2,91,106,3,F,N,Y,2,1,8599,*
IREDELE,BOSQUE,89,,DFW,,OAK FARMS,*,,,,115,E,8775,,0.1695,0.161,0.1695,0.1795,,"BOYLE, P (PAT)",*,,4195.1247210922,1162.3051195464,1800.3175331517,1617.2526262097,,1,115,018-906,180,19608,2,91,106,3,F,N,Y,2,1,8775,*
IREDELE,BOSQUE,90,,DFW,,PURE,Y,,,,115,E,9206,,0.16,0.154,0.16,0.17,,"GOODMAN, B (BOB)",,,4401.1758612393,1219.3938382386,1888.7433857772,1696.6869147449,,1,115,018-906,,20450,2,91,106,3,F,N,Y,2,1,9206,*
IREDELE,BOSQUE,91,,DFW,,PURE,Y,,,,115,E,9240,,0.16,0.154,0.16,0.17,,"WILLIAMS, M (MICKEY)",,,4417.4304755432,1223.8973566506,1895.7189750794,1702.9531927268,,1,115,,,21228,2,91,106,3,F,N,Y,2,1,9240,*
KOPPERL,BOSQUE,91,7/13/1931,DFW,,PURE,*,,,,186,F,,,0.175,0.1725,0.175,0.185,,"WILLIAMS, M (MICKEY)",,,19446.8659147148,5387.9665837254,8345.5286788224,7496.9153632057,,1,186,,,41208,4,63,,3,F,Y,Y,3,1,40677.2765404683,*
MORGAN,BOSQUE,86,8/19/1926,DFW,,OAK FARMS,Y,,,,154,,,,0.1455,0.1335,0.148,0.154,,,,,19962.914364522,5530.9434425847,8566.9883811938,7695.8559826599,,1,154,018-903,341,42313,3,64,71,3,C,N,Y,3,1,41756.7021709604,*
MORGAN,BOSQUE,86,8/19/1926,DFW,,PURE,,,,,154,F,,,0.18,0.17,0.175,0.185,0.16,"WILLIAMS, M (MICKEY)",,,19962.914364522,5530.9434425847,8566.9883811938,7695.8559826599,,1,,018-903,341,42313,3,64,71,3,C,N,Y,3,1,41756.7021709604,
MORGAN,BOSQUE,87,9/1/1927,DFW,,PURE,Y,,,,154,F,,,0.159,0.155,0.159,0.169,0.155,"WILLIAMS, M (MICKEY)",,,17906.2666822697,4961.126741268,7684.3879513999,6903.0025905814,,1,154,018-903,312,37911,3,64,71,3,Q,N,Y,3,1,37454.783965519,*
MORGAN,BOSQUE,88,8/16/1928,DFW,,PURE,Y,,,,154,F,,,0.159,0.155,0.159,0.169,0.155,"WILLIAMS, M (MICKEY)",,,16589.8077264671,4596.387410323,7119.4359422523,6395.4976067928,,1,154,018-903,304,35096,3,64,71,3,Q,N,Y,3,1,34701.1286858352,*
MORGAN,BOSQUE,89,8/22/1929,DFW,,PURE,Y,,,,154,F,,,0.159,0.155,0.159,0.169,0.155,"WILLIAMS, M (MICKEY)",,,15742.3099229187,4361.578888203,6755.7363489208,6068.7807295556,,1,154,018-903,276,33285,3,64,71,3,Q,N,Y,3,1,32928.4058895981,*
MORGAN,BOSQUE,90,8/15/1930,DFW,,PURE,Y,,,,154,E,,,0.159,0.155,0.159,0.169,,,,,16107.8528571143,4462.8565502695,6912.6073354361,6209.7003230419,,1,154,018-903,,34066,3,64,71,3,F,N,Y,3,1,33693.0170658618,*
MORGAN,BOSQUE,90,8/15/1930,DFW,,PURE,,,,,154,F,,,0.167,0.159,0.169,0.175,,"WILLIAMS, M (MICKEY)",,,16107.8528571143,4462.8565502695,6912.6073354361,6209.7003230419,,1,,018-903,,34066,3,64,71,3,F,N,Y,3,1,33693.0170658618,
MORGAN,BOSQUE,91,8/11/1931,DFW,,PURE,Y,,,,154,E,,,0.159,0.155,0.159,0.169,,"WILLIAMS, M (MICKEY)",,,16923.3475079217,4688.7982494115,7262.5729301795,6524.0797404278,,1,154,,,35809,3,64,71,3,F,N,Y,3,1,35398.7984279404,*
MORGAN,BOSQUE,91,8/11/1931,DFW,,PURE,,,,,154,F,,,0.167,0.159,0.169,0.175,,"WILLIAMS, M (MICKEY)",,,16923.3475079217,4688.7982494115,7262.5729301795,6524.0797404278,,1,,,,35809,3,64,71,3,F,N,Y,3,1,35398.7984279404,
WALNUT SPRGS,BOSQUE,79,,DFW,,FOREMOST,*,,,,210,E,,,,,,,,,,,,,,,,1,210,,,,4,72,88,3,X,,,2,1,26415.8858498422,*
WALNUT SPRGS,BOSQUE,81,,DFW,,FOREMOST,Y,,,,210,E,,,0.171,0.166,0.171,0.181,0.166,"JOHNSTON, M",,,12628.8245878316,3498.9537732906,5419.5991395106,4868.5083492094,,1,210,,,26641,4,72,88,3,F,Y,Y,2,1,26415.8858498422,*
WALNUT SPRGS,BOSQUE,82,,DFW,,FOREMOST,Y,,,,210,E,,,0.173,0.168,0.173,0.183,0.168,"JOHNSTON, M",,,12252.9595117123,3394.8162490745,5258.2984555918,4723.6094911615,,1,210,,,25840,4,72,88,3,F,Y,Y,2,1,25629.68370754,*
WALNUT SPRGS,BOSQUE,83,,DFW,,FOREMOST,Y,,,,210,F,,,0.17,0.165,0.17,0.18,,"CALLAHAN, G",,,10823.9232367907,2998.8861423943,4645.0344331144,4172.7050908833,,1,210,,,22797,4,72,88,3,F,Y,Y,2,1,22640.5489031827,*
WALNUT SPRGS,BOSQUE,84,,DFW,,FOREMOST,*,,,,210,E,,,,0.155,0.1669,0.1769,,"CALLAHAN, G",,,,6008.2061824004,9306.2301379069,8359.9280979579,,1,210,,,23849,4,72,88,3,F,Y,Y,2,1,23674.3644182652,*
WALNUT SPRGS,BOSQUE,85,,DFW,,FOREMOST,*,,,,210,E,,,,0.157,0.17,0.18,,"DRYDEN, ELMER J",,,,6844.6666471444,10601.8403999133,9523.7945049611,,1,210,018-905,320,27206,4,72,88,3,F,Y,Y,2,1,26970.3015520189,*
WALNUT SPRGS,BOSQUE,86,,DFW,,FOREMOST,Y,,,,210,,,,,0.16,0.17,0.18,,"FLANAGAN, J",,,,8140.5309700568,12609.0304414021,11326.8838523257,,1,210,018-905,374,32415,4,72,88,3,F,Y,Y,2,1,32076.4452637846,*
WALNUT SPRGS,BOSQUE,87,,DFW,,PURE,Y,,,,210,F,,,0.159,0.155,0.159,0.169,,"WILLIAMS, M (MICKEY)",,,15990.3831056565,4430.3102727239,6862.1957583735,6164.4148365127,,1,210,018-905,384,33815,4,72,88,3,Q,Y,Y,2,1,33447.3039732665,*
WALNUT SPRGS,BOSQUE,87,,DFW,,CABELL,,,,,210,E,,,,0.159,0.169,0.179,,"GARLINGTON, D (DUB)",,,15990.3831056565,4430.3102727239,6862.1957583735,6164.4148365127,,1,,018-905,384,33815,4,72,88,3,Q,Y,Y,2,1,33447.3039732665,
WALNUT SPRGS,BOSQUE,88,,DFW,,PURE,*,,,,210,F,,,0.155,0.151,0.155,0.165,,"WILLIAMS, M (MICKEY)",,,16939.2509171734,4693.2044626281,7269.3978015281,6530.2106261792,,1,210,018-905,400,35843,4,72,88,3,Q,Y,Y,2,1,35432.0638075088,*
WALNUT SPRGS,BOSQUE,88,,DFW,,CABELL,,,,,210,,,,,0.159,0.169,0.179,,"BOYLE, P (PAT)",,,16939.2509171734,4693.2044626281,7269.3978015281,6530.2106261792,,1,,018-905,400,35843,4,72,88,3,Q,Y,Y,2,1,35432.0638075088,
WALNUT SPRGS,BOSQUE,89,,DFW,,PURE,Y,,,,210,F,,,0.155,0.151,0.155,0.165,,"WILLIAMS, M (MICKEY)",,,16762.9014795855,4644.3449250065,7193.7182912493,6462.2265708696,,1,210,018-905,380,35466,4,72,88,3,Q,Y,Y,2,1,35063.1912667109,*
WALNUT SPRGS,BOSQUE,90,,DFW,,PURE,Y,,,,210,E,,,0.155,0.151,0.155,0.165,0.155,"WILLIAMS, M (MICKEY)",,,17218.0033114671,4770.4358577627,7389.023046597,6637.6718035471,,1,210,018-905,,36439,4,72,88,3,F,Y,Y,2,1,36015.1340193739,*
WALNUT SPRGS,BOSQUE,90,,DFW,,PURE,,,,,210,F,,,0.164,0.159,0.164,0.174,0.157,"WILLIAMS, M (MICKEY)",,,17218.0033114671,4770.4358577627,7389.023046597,6637.6718035471,,1,,018-905,,36439,4,72,88,3,F,Y,Y,2,1,36015.1340193739,
WALNUT SPRGS,BOSQUE,91,,DFW,,PURE,Y,,,,210,E,,,0.164,0.157,0.164,0.169,,"WILLIAMS, M (MICKEY)",,,18446.5850318046,5110.827840902,7916.2629641404,7111.2994417766,,1,210,,,39067,4,72,88,3,F,Y,Y,2,1,38584.9752786236,*
WALNUT SPRGS,BOSQUE,91,,DFW,,PURE,,,,,210,F,,,0.169,0.161,0.169,0.174,,"WILLIAMS, M (MICKEY)",,,18446.5850318046,5110.827840902,7916.2629641404,7111.2994417766,,1,,,,39067,4,72,88,3,F,Y,Y,2,1,38584.9752786236,
ALLEN,COLLIN,81,7/7/1921,DFW,,FOREMOST,X,,,,4915,,297000,YR,,0.165,0.1771,0.181,,,,,,27000,90000,180000,,1,4915,,,157164,1,57,65,1,F,,,3,4,297000,
ALLEN,COLLIN,81,7/7/1921,DFW,,BORDEN,,,,,4915,,,,,0.1798,0.1848,0.204,,,,,,27000,90000,180000,,1,,,,157164,1,57,65,1,F,,,3,4,297000,
ALLEN,COLLIN,81,7/7/1921,DFW,,CABELL,,,,,4915,,,,,0.183,0.183,0.2018,,,,,,27000,90000,180000,,1,,,,157164,1,57,65,1,F,,,3,4,297000,
ALLEN,COLLIN,81,7/7/1921,DFW,,SCHEPPS,,,,,4915,E,,,,0.18,0.185,0.195,,"LEVINE, GENE",,,,27000,90000,180000,,1,,,,157164,1,57,65,1,F,,,3,4,297000,
ALLEN,COLLIN,82,7/26/1922,DFW,,SCHEPPS,,,,,4915,E,297000,YR,,0.17,0.18,0.19,,"GORMAN, JACK",,,,,,,,,4915,,,157725,1,57,65,1,F,,,3,4,,
ALLEN,COLLIN,83,,DFW,,SCHEPPS,,,,,4915,E,,,0.167,0.157,0.167,0.177,,"GORMAN, JACK",,,,,,,,,4915,,,179959,1,57,65,1,F,,,3,4,,
ALLEN,COLLIN,84,6/25/1924,DFW,,SCHEPPS,,,,,4915,E,,,,0.19,0.2,0.21,,"GORMAN, JACK",,,,,,,,,4915,,,262290,1,57,65,1,F,,,3,5,,
ALLEN,COLLIN,86,7/20/1926,DFW,*,FOREMOST,*,,,98,4915,,282000,YR,,0.1615,0.1675,0.1785,,"FLANAGAN, J",,,,25636.3636363636,85454.5454545455,170909.090909091,,1,4915,043-901,4878,282208,1,57,65,1,F,,,3,5,282000,*
ALLEN,COLLIN,86,7/20/1926,DFW,*,CABELL,,,,,4915,,,,,0.172,0.18,0.19,,"GARLINGTON, W R",,,,25636.3636363636,85454.5454545455,170909.090909091,,1,,043-901,4878,282208,1,57,65,1,F,,,3,5,282000,
ALLEN,COLLIN,86,7/20/1926,DFW,*,SCHEPPS,,,,,4915,E,,,,0.19,0.2,0.21,,"GORMAN, J (JACK F)",,,,25636.3636363636,85454.5454545455,170909.090909091,,1,,043-901,4878,282208,1,57,65,1,F,,,3,5,282000,
ALLEN,COLLIN,87,8/2/1927,DFW,*,CABELL,*,,,98,4915,E,302000,YR,0.17,0.16,0.1685,0.1785,0.16,"GARLINGTON, D (DUB)",,,144379.221170353,40001.840011739,61959.6461551937,55659.2926627147,,1,4915,043-901,5287,298393,1,57,65,1,F,,,3,5,302000,*
ALLEN,COLLIN,88,7/13/1928,DFW,,CABELL,*,,,98,4915,E,327000,YR,0.172,0.162,0.1705,0.1805,0.162,"BOYLE, P (PAT)",,,156331.143452667,43313.2506087372,67088.7559362527,60266.8500023434,,1,4915,043-901,4957,313949,1,57,65,1,F,,,3,6,327000,*
ALLEN,COLLIN,89,7/24/1929,DFW,,CABELL,*,,,98,4915,E,348000,YR,0.164,0.158,0.164,0.171,0.158,"BOYLE, P (PAT)",,,166370.75816981,46094.8355102158,71397.2081523424,64137.1981676315,,1,4915,043-901,5271,322401,1,57,65,1,F,,,3,7,348000,*
ALLEN,COLLIN,90,7/25/1930,DFW,*,BORDEN,*,,,98,4915,E,368000,YR,0.156,0.156,0.156,0.1625,0.156,"BENNETT, D. (DON)",,,175932.295995662,48743.9639878144,75500.4959771896,67823.2440393345,,1,4915,043-901,,358387,1,57,65,1,Q,,,3,7,368000,*
ALLEN,COLLIN,90,7/25/1930,DFW,*,CABELL,,,,,4915,E,,,0.156,0.156,0.156,0.1675,0.156,,,,175932.295995662,48743.9639878144,75500.4959771896,67823.2440393345,,1,,043-901,,358387,1,57,65,1,Q,,,3,7,368000,
ANNA,COLLIN,85,7/28/1925,DFW,*,CABELL,*,,,1,608,,,?,,0.1695,0.1695,0.1795,,"GARLINGTON, D (DUB)",,,,11326.7366509328,17544.2078359123,15760.2287790451,,1,608,043-902,912,45257,2,73,82,1,F,Y,Y,4,2,44631.1732658903,*
ANNA,COLLIN,85,7/28/1925,DFW,*,FOREMOST,,,,,608,,,,0.176,0.171,0.176,0.185,,"DRYDEN, ELMER J",,,,11326.7366509328,17544.2078359123,15760.2287790451,,1,,043-902,912,45257,2,73,82,1,F,Y,Y,4,2,44631.1732658903,
ANNA,COLLIN,86,8/11/1926,DFW,,CABELL,*,,,1,608,,,?,,0.169,0.169,0.179,,"GARLINGTON, D (DUB)",,,,10537.4976991792,16321.7399152316,14662.067249886,,1,608,043-902,912,42072,2,73,82,1,Q,Y,Y,4,2,41521.3048642968,*
ANNA,COLLIN,86,8/11/1926,DFW,,FOREMOST,,,,,608,,,,0.165,0.155,0.165,0.175,,"CHESTNUT, STANLEY C",,,,10537.4976991792,16321.7399152316,14662.067249886,,1,,043-902,912,42072,2,73,82,1,Q,Y,Y,4,2,41521.3048642968,
ANNA,COLLIN,87,7/29/1927,DFW,*,CABELL,*,,,1,608,,,?,,0.169,0.169,0.179,,"GARLINGTON, D (DUB)",,,,12927.0415484084,20022.9519426562,17986.9223164432,,1,608,043-902,936,51722,2,73,82,1,F,Y,Y,4,2,50936.9158075079,*
ANNA,COLLIN,88,8/28/1928,DFW,*,CABELL,*,,,1,608,,,?,,0.16,0.16,0.17,,"BOYLE, P (PAT)",,,,13286.9102397736,20580.3597212179,18487.6502031346,,1,608,043-902,1150,53177,2,73,82,1,F,Y,Y,4,2,52354.9201641261,*
ANNA,COLLIN,89,8/9/1929,DFW,,CABELL,*,,,1,608,E,,?,0.1675,0.165,0.1675,0.1725,0.165,"BOYLE, P (PAT)",,,34322.3615783702,9509.3851147948,14729.2758706411,13231.5325742892,,1,608,043-902,1150,73159,2,73,82,1,F,Y,Y,4,2,71792.5551380954,*
ANNA,COLLIN,90,8/8/1930,DFW,,BORDEN,*,,,1,608,E,,?,0.159,0.159,0.159,0.169,0.159,"BENNETT, D. (DON)",,,40282.553315304,11160.721327634,17287.0633974335,15529.2320183143,,1,608,043-902,,86006,2,73,82,1,Q,Y,Y,4,2,84259.5700586858,*
ANNA,COLLIN,90,8/8/1930,DFW,,CABELL,,,,,608,E,,,,0.165,0.169,0.175,0.164,"BOYLE, P (PAT)",,,40282.553315304,11160.721327634,17287.0633974335,15529.2320183143,,1,,043-902,,86006,2,73,82,1,Q,Y,Y,4,2,84259.5700586858,
BLUE RIDGE,COLLIN,82,,DFW,,FOREMOST,X,,,9,425,E,,,,0.1708,0.1758,0.1908,,"JOHNSTON, M",,,,12722.258160872,19705.7588778748,17701.9829612533,,1,425,,,36759,2,88,100,1,F,Y,Y,2,1,50130,*
BLUE RIDGE,COLLIN,82,,DFW,,CABELL,,,,,425,E,,,,0.205,0.205,0.225,,,,,,12722.258160872,19705.7588778748,17701.9829612533,,1,,,,36759,2,88,100,1,F,Y,Y,2,1,50130,
BLUE RIDGE,COLLIN,83,,DFW,,FOREMOST,X,,,9,425,E,,,0.173,0.17,0.173,0.19,,"CALLAHAN, G",,,23965.994560496,6640.0405291009,10284.8909329797,9239.0739774235,,1,425,,,36140,2,88,100,1,F,Y,Y,2,1,50130,*
BLUE RIDGE,COLLIN,83,,DFW,,CABELL,,,,,425,E,,,,0.205,0.205,0.225,,"DAVIS, K",,,23965.994560496,6640.0405291009,10284.8909329797,9239.0739774235,,1,,,,36140,2,88,100,1,F,Y,Y,2,1,50130,
BLUE RIDGE,COLLIN,84,7/31/1924,DFW,,FOREMOST,*,,,9,425,,,,0.173,0.17,0.173,0.19,,"CALLAHAN, G",,,23965.994560496,6640.0405291009,10284.8909329797,9239.0739774235,,1,425,,,38570,2,88,100,1,F,Y,Y,2,1,50130,*
BLUE RIDGE,COLLIN,85,8/19/1925,DFW,,FOREMOST,*,,,9,425,,50130,YR,0.175,0.171,0.175,0.185,,"DRYDEN, ELMER J",,,23965.994560496,6640.0405291009,10284.8909329797,9239.0739774235,,1,425,043-917,790,40903,2,88,100,1,F,Y,Y,2,1,50130,*
BLUE RIDGE,COLLIN,86,8/3/1926,DFW,,FOREMOST,*,,,9,425,,51975,YR,0.175,0.165,0.17,0.18,,"GARLINGTON, D (DUB)",,,24848.0464249307,6884.4226311594,10663.4192348218,9579.1117090881,,1,425,043-917,798,44458,2,88,100,1,F,Y,Y,2,1,51975,*
BLUE RIDGE,COLLIN,86,8/3/1926,DFW,,CABELL,,,,,425,,,,0.1702,0.1602,0.1702,0.1802,,,,,24848.0464249307,6884.4226311594,10663.4192348218,9579.1117090881,,1,,043-917,798,44458,2,88,100,1,F,Y,Y,2,1,51975,
BLUE RIDGE,COLLIN,87,8/2/1927,DFW,,CABELL,*,,,9,425,,55710,YR,0.1702,0.1602,0.1695,0.1795,,"GARLINGTON, D (DUB)",,,26633.6636139084,7379.1473743509,11429.708236112,10267.4807756286,,1,425,043-917,760,42761,2,88,100,1,F,Y,Y,2,1,55710,*
