SYSTEM,COUNTY,YEAR,LETDATE,MRKTCODE,EST,VENDOR,WIN,ZONE,OPT,CASES,POPUL,ESC,QUANTITY,QCODE,LFC,LFW,WW,WC,SKM,SIGNTURE,REVISED,COMMENTS,QLFC,QLFW,QWW,QWC,QSKM,NUMWIN,ADJPOP,SYSNUM,ADA,MEALS,DSTFLAG,MILES,MINUTES,FMOZONE,CALL,KEYS,COOLER,DEL,NUMSCHL,ESTQTY,IQFLG
DENTON,DENTON,86,5/26/1926,DFW,,BORDEN,,,,,10231,E,,,0.175,0.165,0.175,,,"BENNETT, D. (DON)",*,,621431.374738701,172174.349113867,266684.276147432,,,1,,061-901,15082,802933,4,36,,1,F,N,Y,5,13,1060290,
DENTON,DENTON,86,5/26/1926,DFW,,CABELL,,,,,10231,E,,,0.1749,0.1649,0.1749,,,"GARLINGTON, D (DUB)",*,,621431.374738701,172174.349113867,266684.276147432,,,1,,061-901,15082,802933,4,36,,1,F,N,Y,5,13,1060290,
DENTON,DENTON,86,5/26/1926,DFW,,SCHEPPS,,,,,10231,E,,,0.179,0.169,0.179,,,"GORMAN, J (JACK F)",*,,621431.374738701,172174.349113867,266684.276147432,,,1,,061-901,15082,802933,4,36,,1,F,N,Y,5,13,1060290,
DENTON,DENTON,87,5/26/1927,DFW,,PRESTON,*,,,205,10231,F,1029743,YR,0.16,0.15,0.16,,,"THOMAS, D (DON)",*,,603527.910399565,167213.998792369,259001.090808067,,,1,10231,061-901,15825,825107,4,36,,1,F,N,Y,5,13,1029743,*
DENTON,DENTON,87,5/26/1927,DFW,,BORDEN,,,,,10231,E,,,0.175,0.165,0.175,,,"BENNETT, D. (DON)",*,,603527.910399565,167213.998792369,259001.090808067,,,1,,061-901,15825,825107,4,36,,1,F,N,Y,5,13,1029743,
DENTON,DENTON,87,5/26/1927,DFW,,CABELL,,,,,10231,E,,,0.1729,0.1629,0.1729,,,"GARLINGTON, D (DUB)",*,,603527.910399565,167213.998792369,259001.090808067,,,1,,061-901,15825,825107,4,36,,1,F,N,Y,5,13,1029743,
DENTON,DENTON,87,5/26/1927,DFW,,SCHEPPS,,,,,10231,E,,,0.175,0.1655,0.1745,,,"GORMAN, J (JACK F)",*,,603527.910399565,167213.998792369,259001.090808067,,,1,,061-901,15825,825107,4,36,,1,F,N,Y,5,13,1029743,
DENTON,DENTON,87,5/26/1927,DFW,,VANDERVOORT,,,,,10231,,,,0.17,0.16,0.17,,,"CANNON, B. (BOB)",*,,603527.910399565,167213.998792369,259001.090808067,,,1,,061-901,15825,825107,4,36,,1,F,N,Y,5,13,1029743,
DENTON,DENTON,88,6/1/1928,DFW,,PRESTON,*,,,205,10231,,1061154,YR,0.164,0.153,0.164,,,"MONTGOMERY, J. (JOE)",*,,621937.761394969,172314.649067308,266901.589537723,,,1,10231,061-901,16108,824961,4,36,,1,F,N,Y,5,13,1061154,*
DENTON,DENTON,88,6/1/1928,DFW,,BORDEN,,,,,10231,E,,,0.17,0.16,0.17,,,"BENNETT, D. (DON)",*,,621937.761394969,172314.649067308,266901.589537723,,,1,,061-901,16108,824961,4,36,,1,F,N,Y,5,13,1061154,
DENTON,DENTON,88,6/1/1928,DFW,,CABELL,,,,,10231,,,,0.1713,0.1613,0.1713,,,"GARLINGTON, D (DUB)",*,,621937.761394969,172314.649067308,266901.589537723,,,1,,061-901,16108,824961,4,36,,1,F,N,Y,5,13,1061154,
DENTON,DENTON,88,6/1/1928,DFW,,SCHEPPS,,,,,10231,,,,0.175,0.1645,0.1745,,,"GORMAN, J (JACK F)",*,,621937.761394969,172314.649067308,266901.589537723,,,1,,061-901,16108,824961,4,36,,1,F,N,Y,5,13,1061154,
DENTON,DENTON,88,6/1/1928,DFW,,VANDERVOORT,,,,,10231,,,,0.176,0.156,0.166,,,"CANNON, B. (BOB)",*,,621937.761394969,172314.649067308,266901.589537723,,,1,,061-901,16108,824961,4,36,,1,F,N,Y,5,13,1061154,
DENTON,DENTON,89,5/30/1929,DFW,*,VANDERVOORT,*,,,205,10231,,1056918,YR,0.165,0.155,0.165,,,"CANNON, B. (BOB)",*,,619455.060149656,171626.789573353,265836.150276992,,,1,10231,061-901,16270,905443,4,36,,1,F,N,Y,5,13,1056918,*
DENTON,DENTON,89,5/30/1929,DFW,*,BORDEN,,,,,10231,E,,,0.171,0.161,0.171,,,"BENNETT, D. (DON)",,,619455.060149656,171626.789573353,265836.150276992,,,1,,061-901,16270,905443,4,36,,1,F,N,Y,5,13,1056918,
DENTON,DENTON,89,5/30/1929,DFW,*,PRESTON,,,,,10231,F,,,0.169,0.16,0.169,,,"MONTGOMERY, J (JOE)",,,619455.060149656,171626.789573353,265836.150276992,,,1,,061-901,16270,905443,4,36,,1,F,N,Y,5,13,1056918,
DENTON,DENTON,89,5/30/1929,DFW,*,SCHEPPS,,,,,10231,E,,,0.175,0.165,0.175,,,"GORMAN, J (JACK F)",,,619455.060149656,171626.789573353,265836.150276992,,,1,,061-901,16270,905443,4,36,,1,F,N,Y,5,13,1056918,
DENTON,DENTON,90,5/31/1930,DFW,*,VANDERVOORT,*,,,205,10231,E,1043568,YR,0.169,0.165,0.169,,0.165,"POUGH, R (RALPH)",,,611630.682995517,169458.960431637,262478.356572846,,,1,10231,061-901,,966674,4,36,,1,F,N,Y,5,13,1043568,*
DENTON,DENTON,90,5/31/1930,DFW,*,BORDEN,,,,,10231,E,,,0.1694,0.175,0.1794,,0.1725,"BENNETT, D. (DON)",*,,611630.682995517,169458.960431637,262478.356572846,,,1,,061-901,,966674,4,36,,1,F,N,Y,5,13,1043568,
DENTON,DENTON,90,5/31/1930,DFW,*,OAK FARMS,,,,,10231,E,,,0.178,0.174,0.1775,,0.172,"BOYLE, P (PAT)",,,611630.682995517,169458.960431637,262478.356572846,,,1,,061-901,,966674,4,36,,1,F,N,Y,5,13,1043568,
DENTON,DENTON,90,5/31/1930,DFW,*,PRESTON,,,,,10231,E,,,0.195,0.192,0.195,,0.19,"MONTGOMERY, J (JOE)",,,611630.682995517,169458.960431637,262478.356572846,,,1,,061-901,,966674,4,36,,1,F,N,Y,5,13,1043568,
DENTON,DENTON,90,5/31/1930,DFW,*,SCHEPPS,,,,,10231,E,,,0.195,0.192,0.195,,0.185,"DAVIS, K (KENNON)",,,611630.682995517,169458.960431637,262478.356572846,,,1,,061-901,,966674,4,36,,1,F,N,Y,5,13,1043568,
DENTON,DENTON,91,6/10/1931,DFW,,OAK FARMS,Y,,,,10231,E,,,0.1499,0.1474,0.151,,0.144,"KELLY, J",,,611630.682995517,169458.960431637,262478.356572846,,,1,10231,,,1247441,4,36,,1,,N,Y,5,13,1043568,*
DENTON,DENTON,91,6/10/1931,DFW,,BORDEN,,,,,10231,E,,,0.15,0.16,0.16,,0.155,"BENNETT, DON",,,611630.682995517,169458.960431637,262478.356572846,,,1,,,,1247441,4,36,,1,,N,Y,5,13,1043568,
DENTON,DENTON,91,6/10/1931,DFW,,PRESTON,,,,,10231,E,,,0.184,0.182,0.184,,0.182,"MONTGOMERY, JOE",,,611630.682995517,169458.960431637,262478.356572846,,,1,,,,1247441,4,36,,1,,N,Y,5,13,1043568,
DENTON,DENTON,91,6/10/1931,DFW,,SCHEPPS,,,,,10231,E,,,0.17,0.165,0.1725,,0.165,"BOYLE, PAT",,,611630.682995517,169458.960431637,262478.356572846,,,1,,,,1247441,4,36,,1,,N,Y,5,13,1043568,
DENTON,DENTON,92,6/9/1932,DFW,,OAK FARMS,*,,,,10231,F,,,0.168,0.166,0.1695,,0.158,"BEAMAN, RICK",,,611630.682995517,169458.960431637,262478.356572846,,,1,10231,,,,4,36,,1,,N,Y,5,13,1043568,*
DENTON,DENTON,92,6/9/1932,DFW,,BORDEN,,,,,10231,E,,,0.1853,0.1601,0.1658,,0.1652,"DAY, BILL",,,611630.682995517,169458.960431637,262478.356572846,,,1,,,,,4,36,,1,,N,Y,5,13,1043568,
DENTON,DENTON,92,6/9/1932,DFW,,OAK FARMS,,,,,10231,E,,,0.1595,0.1575,0.161,,0.15,"BEAMAN, RICK",,,611630.682995517,169458.960431637,262478.356572846,,,1,,,,,4,36,,1,,N,Y,5,13,1043568,
DENTON,DENTON,92,6/9/1932,DFW,,SCHEPPS,,,,,10231,,,,0.171,0.1675,0.1725,,0.16,"BOYLE, PAT",,,611630.682995517,169458.960431637,262478.356572846,,,1,,,,,4,36,,1,,N,Y,5,13,1043568,
KRUM,DENTON,85,,DFW,,VANDERVOORT,*,,,15,774,E,71592,YR,0.17,0.16,0.17,0.18,,"CANNON, B. (BOB)",,,34226.4808014169,9482.820298412,14688.1290978233,13194.5698023479,,1,774,,,75217,4,47,,1,F,Y,Y,4.5,1,71592,*
KRUM,DENTON,86,7/16/1926,DFW,,VANDERVOORT,*,,,15,774,E,89036,YR,0.17,0.16,0.17,0.18,,"CANNON, B. (BOB)",,,42566.0540931242,11793.3901565735,18267.016738655,16409.5390116472,,1,774,061-905,1460,78126,4,47,,1,F,Y,Y,4.5,1,89036,*
KRUM,DENTON,87,7/8/1927,DFW,,VANDERVOORT,*,,,15,774,E,94095,YR,0.17,0.16,0.17,0.18,0.16,"CANNON, B. (BOB)",,,44984.6450861733,12463.487204982,19304.9433939502,17341.9243148945,,1,774,061-905,1478,82609,4,47,,1,F,Y,Y,4.5,1,94095,*
KRUM,DENTON,88,7/11/1928,DFW,,VANDERVOORT,*,,,15,774,,98523,YR,0.164,0.154,0.164,0.174,0.16,"CANNON, B. (BOB)",*,,47101.5695608167,13050.0042499224,20213.4113183713,18158.0148708895,,1,774,061-905,1492,87501,4,47,,1,F,Y,Y,4.5,1,98523,*
KRUM,DENTON,89,7/12/1929,DFW,,VANDERVOORT,*,,,15,774,,94337,YR,0.168,0.158,0.168,0.178,0.154,"CANNON, B. (BOB)",*,,45100.3396938661,12495.541659561,19354.5931766308,17386.5254699421,,1,774,061-905,1578,76613,4,47,,1,F,Y,Y,4.5,1,94337,*
KRUM,DENTON,90,7/18/1930,DFW,,VANDERVOORT,*,,,15,774,E,89546,YR,0.173,0.169,0.173,0.183,,"POUGH, R",,,42809.8733076834,11860.9429327522,18371.6505781886,16503.5331813757,,1,774,061-905,,88229,4,47,,1,F,Y,Y,4.5,2,89546,*
KRUM,DENTON,91,,DFW,,OAK FARMS,*,,,,774,E,,,,,,,,,,8/14/91 PRICES:  WW .165; SKIM .159; LFW .159; LFC .165; WC,,,,,,1,774,,,87560,4,47,,1,,Y,Y,4.5,2,89546,*
KRUM,DENTON,92,8/2/1932,DFW,,OAK FARMS,*,,,,774,E,,,0.165,0.159,0.165,0.175,,"BEAMAN, RICK",,,42809.8733076834,11860.9429327522,18371.6505781886,16503.5331813757,,1,774,,,,4,47,,1,,Y,Y,3,2,89546,*
LAKE DALLAS,DENTON,80,,DFW,,SCHEPPS,,,,,620,E,,,0.184,,0.176,0.192,,"LEVINE, GENE",*,,,,,,,,620,,,129714,2,40,47,1,X,Y,Y,3,3,,
LAKE DALLAS,DENTON,88,8/4/1928,DFW,*,VANDERVOORT,X,,,32,620,,164528,YR,0.164,0.154,0.164,0.174,,"CANNON, B. (BOB)",*,,78657.0347705821,21792.7905081172,33755.2869623235,30322.8877589772,,1,620,061-912,2952,143478,2,40,47,1,F,Y,Y,3,5,164528,*
LAKE DALLAS,DENTON,89,8/4/1929,DFW,*,VANDERVOORT,*,,,32,620,E,177784,YR,0.168,0.158,0.168,0.178,,"CANNON, B. (BOB)",,,84994.4220415562,23548.6328630695,36474.9461326323,32765.998962742,,1,620,061-912,2954,146635,2,40,47,1,F,Y,Y,3,5,177784,*
LAKE DALLAS,DENTON,90,8/4/1930,DFW,*,VANDERVOORT,X,,,32,620,E,176369,YR,0.162,0.158,0.162,0.172,,"POUGH, R",*,,84317.9432403773,23361.2070232794,36184.6385190243,32505.211217319,,1,620,061-912,,149767,2,40,47,1,F,Y,Y,3,5,176369,*
LAKE DALLAS,DENTON,90,8/4/1930,DFW,*,VANDERVOORT,,,,,620,F,,,0.174,0.17,0.174,0.184,,"POUGH, R",*,,84317.9432403773,23361.2070232794,36184.6385190243,32505.211217319,,1,,061-912,,149767,2,40,47,1,F,Y,Y,3,5,176369,
LEWISVILLE,DENTON,81,7/26/1921,DFW,*,CABELL,*,,,391,19554,E,,,0.17,0.16,0.17,0.18,0.16,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,19554,,,1099152,2,35,39,1,F,N,Y,5,18,1200000,*
LEWISVILLE,DENTON,81,7/26/1921,DFW,*,BORDEN,,,,,19554,E,,,0.1924,0.1779,0.1829,0.2019,0.1779,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1099152,2,35,39,1,F,N,Y,5,18,1200000,
LEWISVILLE,DENTON,81,7/26/1921,DFW,*,BORDEN,,,,,19554,F,,,0.1974,0.1829,0.1879,0.2069,0.1829,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1099152,2,35,39,1,F,N,Y,5,18,1200000,
LEWISVILLE,DENTON,81,7/26/1921,DFW,*,CABELL,,,,,19554,F,,,0.175,0.165,0.175,0.185,0.165,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1099152,2,35,39,1,F,N,Y,5,18,1200000,
LEWISVILLE,DENTON,81,7/26/1921,DFW,*,METZGER,,,,,19554,E,,,0.195,0.175,0.183,0.205,0.175,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1099152,2,35,39,1,F,N,Y,5,18,1200000,
LEWISVILLE,DENTON,81,7/26/1921,DFW,*,SCHEPPS,,,,,19554,E,,,0.192,0.1775,0.182,0.2,0.1775,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1099152,2,35,39,1,F,N,Y,5,18,1200000,
LEWISVILLE,DENTON,82,7/20/1922,DFW,*,CABELL,*,,,391,19554,E,,,0.172,0.162,0.172,0.182,0.162,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,19554,,,1155807,2,35,39,1,F,N,Y,5,18,1200000,*
LEWISVILLE,DENTON,82,7/20/1922,DFW,*,BORDEN,,,,,19554,E,,,0.1895,0.1845,0.1895,0.1995,0.1845,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1155807,2,35,39,1,F,N,Y,5,18,1200000,
LEWISVILLE,DENTON,82,7/20/1922,DFW,*,SCHEPPS,,,,,19554,E,,,0.1775,0.1675,0.1775,0.1875,0.1675,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1155807,2,35,39,1,F,N,Y,5,18,1200000,
LEWISVILLE,DENTON,83,7/20/1923,DFW,*,CABELL,*,,,391,19554,F,,,0.1699,0.1599,0.1699,0.1799,0.1559,,*,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,19554,,,1280642,2,35,39,1,F,N,Y,5,20,1200000,*
LEWISVILLE,DENTON,83,7/20/1923,DFW,*,BORDEN,,,,,19554,E,,,0.1675,0.1575,0.1675,0.1775,0.1575,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1280642,2,35,39,1,F,N,Y,5,20,1200000,
LEWISVILLE,DENTON,83,7/20/1923,DFW,*,CABELL,,,,,19554,E,,,0.1649,0.1549,0.1649,0.1749,0.1509,,*,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1280642,2,35,39,1,F,N,Y,5,20,1200000,
LEWISVILLE,DENTON,83,7/20/1923,DFW,*,METZGER,,,,,19554,E,,,0.1725,0.1625,0.1725,0.1825,0.1555,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1280642,2,35,39,1,F,N,Y,5,20,1200000,
LEWISVILLE,DENTON,83,7/20/1923,DFW,*,SCHEPPS,,,,,19554,E,,,0.167,0.157,0.167,0.177,0.157,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1280642,2,35,39,1,F,N,Y,5,20,1200000,
LEWISVILLE,DENTON,83,7/20/1923,DFW,*,VANDERVOORT,,,,,19554,E,,,0.165,0.157,0.167,0.177,0.155,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1280642,2,35,39,1,F,N,Y,5,20,1200000,
LEWISVILLE,DENTON,84,7/25/1924,DFW,*,CABELL,*,,,391,19554,F,,,0.1725,0.1625,0.1705,0.1805,0.153,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,19554,,,1363517,2,35,39,1,F,N,Y,5,20,1200000,*
LEWISVILLE,DENTON,84,7/25/1924,DFW,*,BORDEN,,,,,19554,E,,,0.17,0.16,0.168,0.178,0.155,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1363517,2,35,39,1,F,N,Y,5,20,1200000,
LEWISVILLE,DENTON,84,7/25/1924,DFW,*,CABELL,,,,,19554,E,,,0.1675,0.1575,0.1655,0.1755,0.148,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1363517,2,35,39,1,F,N,Y,5,20,1200000,
LEWISVILLE,DENTON,84,7/25/1924,DFW,*,SCHEPPS,,,,,19554,E,,,0.1699,0.16,0.1691,0.1799,0.16,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1363517,2,35,39,1,F,N,Y,5,20,1200000,
LEWISVILLE,DENTON,84,7/25/1924,DFW,*,SCHEPPS,,,,,19554,F,,,0.1749,0.165,0.1741,0.1849,0.165,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1363517,2,35,39,1,F,N,Y,5,20,1200000,
LEWISVILLE,DENTON,84,7/25/1924,DFW,*,VANDERVOORT,,,,,19554,E,,,0.175,0.165,0.175,0.185,0.165,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1363517,2,35,39,1,F,N,Y,5,20,1200000,
LEWISVILLE,DENTON,85,7/16/1925,DFW,,CABELL,*,,,391,19554,E,1200000,YR,0.1695,0.1595,0.1695,0.1795,0.1545,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,19554,,,1541634,2,35,39,1,F,N,Y,5,17,1200000,*
LEWISVILLE,DENTON,85,7/16/1925,DFW,,BORDEN,,,,,19554,E,,,0.1625,0.1625,0.1725,0.1825,0.1625,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1541634,2,35,39,1,F,N,Y,5,17,1200000,
LEWISVILLE,DENTON,85,7/16/1925,DFW,,CABELL,,,,,19554,F,,,0.1739,0.1639,0.1739,0.1839,0.1589,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1541634,2,35,39,1,F,N,Y,5,17,1200000,
LEWISVILLE,DENTON,85,7/16/1925,DFW,,FOREMOST,,,,,19554,F,,,0.171,0.162,0.171,0.182,0.162,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1541634,2,35,39,1,F,N,Y,5,17,1200000,
LEWISVILLE,DENTON,85,7/16/1925,DFW,,PRESTON,,,,,19554,F,,,0.169,0.165,0.175,0.18,0.155,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1541634,2,35,39,1,F,N,Y,5,17,1200000,
LEWISVILLE,DENTON,85,7/16/1925,DFW,,SCHEPPS,,,,,19554,E,,,0.1707,0.1607,0.1707,0.1807,0.1607,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1541634,2,35,39,1,F,N,Y,5,17,1200000,
LEWISVILLE,DENTON,85,7/16/1925,DFW,,SCHEPPS,,,,,19554,F,,,0.1725,0.1625,0.1725,0.1825,0.1625,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1541634,2,35,39,1,F,N,Y,5,17,1200000,
LEWISVILLE,DENTON,85,7/16/1925,DFW,,SUNRISE,,,,,19554,E,,,0.172,0.162,0.172,0.182,0.162,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1541634,2,35,39,1,F,N,Y,5,17,1200000,
LEWISVILLE,DENTON,85,7/16/1925,DFW,,SUNRISE,,,,,19554,F,,,0.18,0.17,0.18,0.19,0.17,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1541634,2,35,39,1,F,N,Y,5,17,1200000,
LEWISVILLE,DENTON,85,7/16/1925,DFW,,VANDERVOORT,,,,,19554,E,,,0.172,0.162,0.172,0.182,0.16,,,,573692.26955107,158947.708655916,246197.269490836,221162.752302178,,1,,,,1541634,2,35,39,1,F,N,Y,5,17,1200000,
LEWISVILLE,DENTON,86,6/18/1926,DFW,,CABELL,*,,,391,19554,F,1500000,YR,0.1698,0.1598,0.1698,0.1798,0.1598,,*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,19554,061-902,29702,1643380,2,35,39,1,F,N,Y,5,18,1500000,*
LEWISVILLE,DENTON,86,6/18/1926,DFW,,BORDEN,,,,,19554,E,,,0.1745,0.1645,0.1745,0.1845,0.1645,,*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1643380,2,35,39,1,F,N,Y,5,18,1500000,
LEWISVILLE,DENTON,86,6/18/1926,DFW,,CABELL,,,,,19554,E,,,0.1688,0.1588,0.1688,0.1788,0.1588,,*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1643380,2,35,39,1,F,N,Y,5,18,1500000,
LEWISVILLE,DENTON,86,6/18/1926,DFW,,PRESTON,,,,,19554,F,,,0.176,0.171,0.181,0.186,0.166,,*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1643380,2,35,39,1,F,N,Y,5,18,1500000,
LEWISVILLE,DENTON,86,6/18/1926,DFW,,SCHEPPS,,,,,19554,E,,,0.1724,0.1624,0.1724,0.1824,0.1624,,*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1643380,2,35,39,1,F,N,Y,5,18,1500000,
LEWISVILLE,DENTON,86,6/18/1926,DFW,,SCHEPPS,,,,,19554,F,,,0.1774,0.1674,0.1774,0.1874,0.1674,,*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1643380,2,35,39,1,F,N,Y,5,18,1500000,
LEWISVILLE,DENTON,86,6/18/1926,DFW,,VANDERVOORT,,,,,19554,E,,,0.175,0.165,0.175,0.185,0.16,,*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1643380,2,35,39,1,F,N,Y,5,18,1500000,
LEWISVILLE,DENTON,87,6/9/1927,DFW,,CABELL,*,,,391,19554,F,1500000,YR,0.162,0.152,0.162,0.172,0.152,"GARLINGTON, D (DUB)",*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,19554,061-902,29702,1659584,2,35,39,1,F,N,Y,5,21,1500000,*
LEWISVILLE,DENTON,87,6/9/1927,DFW,,BORDEN,,,,,19554,E,,,0.1725,0.1625,0.1725,0.1825,0.1625,"BENNETT, D. (DON)",*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1659584,2,35,39,1,F,N,Y,5,21,1500000,
LEWISVILLE,DENTON,87,6/9/1927,DFW,,CABELL,,,,,19554,E,,,0.159,0.149,0.159,0.169,0.149,"GARLINGTON, D (DUB)",*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1659584,2,35,39,1,F,N,Y,5,21,1500000,
LEWISVILLE,DENTON,87,6/9/1927,DFW,,FOREMOST,,,,,19554,E,,,0.185,0.165,0.175,0.185,0.165,"GORMAN, J (JACK F)",*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1659584,2,35,39,1,F,N,Y,5,21,1500000,
LEWISVILLE,DENTON,87,6/9/1927,DFW,,FOREMOST,,,,,19554,F,,,0.19,0.17,0.18,0.19,0.17,"GORMAN, J (JACK F)",*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1659584,2,35,39,1,F,N,Y,5,21,1500000,
LEWISVILLE,DENTON,87,6/9/1927,DFW,,PRESTON,,,,,19554,E,,,0.175,0.165,0.175,0.185,0.155,"MONTGOMERY, J (JOE)",*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1659584,2,35,39,1,F,N,Y,5,21,1500000,
LEWISVILLE,DENTON,87,6/9/1927,DFW,,PRESTON,,,,,19554,F,,,0.175,0.1675,0.1775,0.1875,0.1575,"MONTGOMERY, J (JOE)",*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1659584,2,35,39,1,F,N,Y,5,21,1500000,
LEWISVILLE,DENTON,87,6/9/1927,DFW,,SCHEPPS,,,,,19554,E,,,0.175,0.165,0.175,0.185,0.165,"GORMAN, J (JACK F)",*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1659584,2,35,39,1,F,N,Y,5,21,1500000,
LEWISVILLE,DENTON,87,6/9/1927,DFW,,SCHEPPS,,,,,19554,F,,,0.18,0.17,0.18,0.19,0.17,"GORMAN, J (JACK F)",*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1659584,2,35,39,1,F,N,Y,5,21,1500000,
LEWISVILLE,DENTON,87,6/9/1927,DFW,,VANDERVOORT,,,,,19554,E,,,0.172,0.162,0.172,0.182,0.162,"ELLIS, B",*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1659584,2,35,39,1,F,N,Y,5,21,1500000,
LEWISVILLE,DENTON,87,6/9/1927,DFW,,VANDERVOORT,,,,,19554,F,,,0.179,0.169,0.179,0.189,0.169,"ELLIS, B",*,,717115.336938838,198684.635819896,307746.586863545,276453.440377722,,1,,061-902,29702,1659584,2,35,39,1,F,N,Y,5,21,1500000,
LEWISVILLE,DENTON,88,6/6/1928,DFW,,CABELL,*,,,391,19554,F,1900000,YR,0.167,0.157,0.167,0.177,0.157,"BOYLE, P (PAT)",*,,908346.093455861,251667.205371868,389812.34336049,350174.357811781,,1,19554,061-902,36200,1859216,2,35,39,1,F,N,Y,5,21,1900000,*
LEWISVILLE,DENTON,88,6/6/1928,DFW,,BORDEN,,,,,19554,E,,,0.17,0.16,0.17,0.18,0.16,"BENNETT, D. (DON)",*,,908346.093455861,251667.205371868,389812.34336049,350174.357811781,,1,,061-902,36200,1859216,2,35,39,1,F,N,Y,5,21,1900000,
LEWISVILLE,DENTON,88,6/6/1928,DFW,,CABELL,,,,,19554,E,,,0.164,0.154,0.164,0.174,0.154,"BOYLE, P (PAT)",*,,908346.093455861,251667.205371868,389812.34336049,350174.357811781,,1,,061-902,36200,1859216,2,35,39,1,F,N,Y,5,21,1900000,
LEWISVILLE,DENTON,88,6/6/1928,DFW,,OAK FARMS,,,,,19554,E,,,0.17,0.16,0.17,0.18,0.16,"GARLINGTON, D (DUB)",*,,908346.093455861,251667.205371868,389812.34336049,350174.357811781,,1,,061-902,36200,1859216,2,35,39,1,F,N,Y,5,21,1900000,
LEWISVILLE,DENTON,88,6/6/1928,DFW,,OAK FARMS,,,,,19554,F,,,0.175,0.165,0.175,0.185,0.165,"GARLINGTON, D (DUB)",*,,908346.093455861,251667.205371868,389812.34336049,350174.357811781,,1,,061-902,36200,1859216,2,35,39,1,F,N,Y,5,21,1900000,
LEWISVILLE,DENTON,88,6/6/1928,DFW,,PRESTON,,,,,19554,E,,,0.185,0.175,0.182,0.192,0.175,"MONTGOMERY, J (JOE)",*,,908346.093455861,251667.205371868,389812.34336049,350174.357811781,,1,,061-902,36200,1859216,2,35,39,1,F,N,Y,5,21,1900000,
